HGNC_Symbol,LFC,p
CFLAR,-1.34,2.1e-4
CAT,1.56,7.2e-4
DCTD,-0.28,0.00108
CYB561,-0.47,0.00299
PRKX,0.47,0.00357
RGS2,-0.64,0.00612
CLTB,-0.27,0.0114
UBE2A,-0.15,0.01239
TMEM97,0.37,0.01274
DNAJB6,-0.15,0.01295
P4HTM,-0.21,0.01505
TSPAN6,-0.22,0.01721
NENF,-0.25,0.01734
TLR4,-0.67,0.01777
CRELD2,-0.26,0.02029
KIT,-1.15,0.02084
HPRT1,-0.4,0.02115
CTSL,-0.21,0.0222
SKP1,-0.14,0.0236
RRAGA,-0.16,0.0275
SMARCC1,0.16,0.02871
UBE2J1,-0.17,0.029
GNAS,-0.21,0.03042
NUDT9,-0.13,0.03048
GSTM2,-0.26,0.03188
CTNND1,0.16,0.03262
REEP5,-0.19,0.03569
SLC35A3,-0.14,0.03644
RRP8,0.16,0.0386
CTNNAL1,-0.24,0.04313
WDTC1,-0.12,0.04326
C2CD2,-0.35,0.04408
ABCF3,-0.14,0.04481
ATMIN,-0.15,0.04704
KLHL9,-0.13,0.04779
TNFRSF21,0.57,0.04879
ZDHHC6,-0.13,0.04977
METRN,-0.31,0.05364
THAP11,-0.15,0.05384
TCFL5,0.18,0.05387
PLEKHJ1,-0.12,0.05517
LRRC41,-0.08,0.05949
NET1,-0.52,0.05951
HLA-DMA,-0.7,0.05998
BACE2,0.97,0.06251
RAI14,0.3,0.06623
KLHDC2,-0.12,0.06706
SH3BP5,-0.32,0.06995
LRP10,-0.2,0.07109
TM9SF2,-0.13,0.07114
ENOSF1,-0.34,0.07211
ALAS1,-0.14,0.07401
ATP6V0B,-0.17,0.07531
ST6GALNAC2,0.55,0.07592
FZD7,0.56,0.07783
BAG3,-0.32,0.0821
NFKBIA,-0.19,0.08305
S100A13,-0.32,0.08713
NISCH,-0.09,0.0892
DUSP14,-0.2,0.08928
HS2ST1,-0.18,0.08969
MPZL1,-0.13,0.0932
PRKACA,-0.14,0.09394
CDK19,0.15,0.09483
MBOAT7,-0.14,0.09578
LGALS8,-0.24,0.09595
RALGDS,-0.11,0.0969
RASA1,0.11,0.09831
CSNK1A1,-0.08,0.09832
NOLC1,-0.11,0.099
HES1,-0.36,0.10076
INTS3,-0.12,0.10105
DHDDS,-0.12,0.10142
UBQLN2,-0.11,0.1015
MAPKAPK5,0.1,0.10239
ASCC3,0.17,0.1026
HMGCS1,0.39,0.10292
CEBPD,-0.43,0.10309
RTN2,-0.25,0.10379
PLEKHM1,-0.16,0.10539
B4GAT1,-0.16,0.10555
RNPS1,-0.11,0.10566
PRPF4,-0.17,0.10653
LSM6,0.17,0.107
RFNG,-0.12,0.10886
PYGL,-0.35,0.11048
FGFR2,0.61,0.11116
MMP2,0.57,0.11131
LRPAP1,-0.12,0.11135
WASF3,-0.2,0.11138
CRK,-0.1,0.11145
MSH6,0.12,0.11161
KLHL21,-0.23,0.11655
GLRX,-0.24,0.11693
EBP,0.17,0.11848
SYNE2,0.34,0.12014
SLC35F2,-0.64,0.12049
CDKN1A,0.53,0.12105
EPHA3,0.75,0.12144
ABL1,-0.1,0.12254
TP53BP1,-0.13,0.12312
TCEA2,-0.09,0.12551
STX1A,-0.25,0.1264
CISD1,-0.16,0.12658
COL1A1,1.11,0.13227
KCTD5,-0.16,0.13261
PTK2,0.07,0.13321
TERF2IP,-0.17,0.13349
DECR1,-0.19,0.13354
SNX11,-0.11,0.14604
EBNA1BP2,-0.19,0.14608
BCL7B,-0.13,0.14741
FDFT1,0.31,0.14826
DNAJB1,-0.32,0.14939
NPC1,0.15,0.15175
SNCA,-0.29,0.15245
PSME2,-0.16,0.1538
PSIP1,0.1,0.15402
COG2,-0.11,0.15562
RALA,-0.1,0.1561
RPA2,-0.19,0.15631
SCP2,-0.12,0.15674
NCK2,0.15,0.15697
CDK6,-0.2,0.15825
CDC42,-0.08,0.15933
ADO,-0.11,0.16079
JUN,-0.22,0.1641
TMCO1,-0.1,0.16476
TSPAN4,0.12,0.16488
HSPA1A,-0.75,0.1664
RAD51C,-0.19,0.16698
ITGAE,-0.12,0.1676
EGFR,-0.58,0.17097
PRR7,-0.14,0.17356
SLC25A4,-0.14,0.17372
FKBP4,-0.17,0.17602
EIF5,-0.16,0.17664
SYPL1,-0.13,0.17723
ACAT2,0.25,0.1799
RAB4A,-0.08,0.18102
RNF167,-0.09,0.18291
PSMD10,-0.14,0.18427
TESK1,-0.11,0.18571
BAMBI,0.51,0.18615
CRKL,-0.08,0.18833
UTP14A,-0.16,0.1891
EAPP,-0.09,0.18951
PLSCR1,-0.26,0.19411
CIAPIN1,-0.09,0.1947
SMNDC1,-0.11,0.19501
ARHGEF12,0.08,0.19801
MPC2,-0.11,0.199
CDC25B,0.17,0.20017
INPP1,-0.25,0.20167
CYCS,-0.13,0.20334
CALM3,-0.12,0.20622
CAB39,-0.11,0.20747
IER3,-0.31,0.20869
HSPD1,-0.17,0.21031
PIK3C2B,0.16,0.21099
FIS1,-0.09,0.21125
DLD,-0.09,0.21177
MALT1,0.16,0.21243
TPD52L2,-0.08,0.21297
ACD,-0.1,0.21323
NUCB2,-0.09,0.21324
PMAIP1,0.49,0.2147
GTF2A2,-0.1,0.21532
ITFG1,-0.09,0.21631
KTN1,-0.09,0.22267
USP7,-0.05,0.22396
SNX6,-0.1,0.22424
DNTTIP2,-0.12,0.22453
PSMD9,-0.11,0.22651
MYCBP,0.08,0.22719
PIH1D1,-0.11,0.23198
LAGE3,-0.14,0.23373
CLSTN1,-0.09,0.23385
ARID5B,-0.21,0.2356
PDLIM1,0.49,0.23761
GPC1,0.19,0.23772
SCARB1,0.13,0.23906
MVP,0.32,0.24026
NUP93,0.1,0.2407
GADD45B,-0.36,0.2407
ASAH1,-0.16,0.2419
SOX2,0.17,0.24191
PDGFA,-0.36,0.2446
ATP6V1D,-0.1,0.2446
VDAC1,-0.09,0.24503
MKNK1,-0.12,0.24517
LPGAT1,-0.1,0.24965
LYRM1,-0.09,0.25083
NR3C1,-0.27,0.25146
COG7,-0.08,0.25234
ACLY,0.12,0.25278
UGDH,-0.12,0.25301
PCMT1,-0.08,0.25346
USP14,-0.06,0.2552
PNKP,-0.1,0.25609
MLLT11,-0.14,0.25665
PSRC1,0.28,0.25761
MAPK9,-0.08,0.25787
IGF2BP2,0.17,0.259
NUP133,-0.07,0.25973
TXLNA,-0.09,0.26048
DCUN1D4,0.08,0.26143
ECH1,-0.09,0.26504
NRAS,-0.08,0.26731
TBC1D31,0.13,0.26752
NPRL2,-0.14,0.26833
ITGB5,-0.28,0.27052
STXBP1,-0.15,0.2708
VAT1,-0.13,0.27148
DNAJB2,-0.12,0.27149
KDM5B,0.07,0.2717
ELOVL6,0.13,0.27209
GATA2,0.66,0.2721
DFFB,-0.08,0.27388
POLR2K,-0.09,0.2751
PSMD2,-0.09,0.27554
GRN,-0.12,0.27833
TRAM2,-0.13,0.27892
TMEM50A,-0.08,0.28381
GLOD4,-0.06,0.28399
SCCPDH,-0.09,0.28532
CCNE2,0.19,0.28714
YME1L1,-0.06,0.28749
HSD17B11,-0.12,0.28792
TES,-0.36,0.28815
GNA11,-0.11,0.28832
DUSP3,-0.1,0.2887
STX4,-0.08,0.28975
UBE2L6,0.1,0.2898
MAP7,0.51,0.2906
TRIM2,-0.09,0.29136
AKAP8,-0.05,0.29358
BLVRA,0.19,0.29515
XPNPEP1,-0.06,0.29629
RAB21,-0.1,0.29646
HTATSF1,-0.09,0.29809
PLA2G4A,0.41,0.29857
MBNL1,-0.11,0.29904
NOSIP,-0.09,0.30142
ATP2C1,-0.06,0.30481
PHKA1,0.16,0.30501
GRB10,0.19,0.30619
RBKS,-0.16,0.30784
PHKB,-0.1,0.31019
ANO10,-0.11,0.3108
CHIC2,-0.11,0.3114
PHGDH,0.17,0.31227
TCEAL4,-0.09,0.31371
POP4,-0.09,0.31459
TIMP2,-0.14,0.31531
ARHGEF2,0.14,0.31896
CRYZ,0.64,0.32248
EVL,-0.11,0.32663
CIRBP,-0.07,0.33039
MTFR1,0.11,0.33139
RPL39L,0.3,0.33269
MAP3K4,-0.07,0.33296
CREG1,-0.2,0.33365
PAF1,-0.09,0.33492
CSNK2A2,-0.06,0.33495
JADE2,-0.21,0.33496
HMGCR,0.18,0.33514
ZMYM2,0.06,0.33547
RPN1,-0.08,0.3385
CANT1,-0.09,0.34059
TRAPPC3,-0.07,0.34201
TOMM34,-0.1,0.343
KAT6B,-0.18,0.34316
ITGB1BP1,-0.08,0.34391
SLC27A3,-0.15,0.34407
MFSD10,-0.07,0.34423
HSPB1,-0.19,0.34614
SLC25A46,-0.06,0.34663
NRIP1,0.15,0.34982
CRTAP,0.12,0.35051
NNT,0.06,0.3519
MAPKAPK3,-0.16,0.35344
TIMM22,-0.09,0.3541
IPO13,-0.08,0.35479
GNB5,-0.1,0.35836
CD320,-0.1,0.35895
MTHFD2,0.21,0.35956
FAT1,-0.1,0.36132
AGL,-0.08,0.36211
EDEM1,0.07,0.36349
MAT2A,-0.09,0.36694
