HGNC_Symbol,LFC,p
CFLAR,0.2,0.05026
CAT,0.2,0.30493
DCTD,0.16,0.62738
CYB561,-0.42,0.11263
PRKX,0.06,0.21475
RGS2,-0.16,0.11086
CLTB,-0.2,0.22244
UBE2A,-0.1,0.61563
TMEM97,0,0.99086
DNAJB6,-0.25,0.00659
P4HTM,-0.16,0.30175
TSPAN6,-0.48,0.14522
NENF,-0.05,0.72261
TLR4,0.19,0.11004
CRELD2,-0.14,0.54212
KIT,-0.11,0.57459
HPRT1,0.03,0.69966
CTSL,-0.1,0.6189
SKP1,-0.23,0.00124
RRAGA,-0.17,0.06493
SMARCC1,-0.01,0.97365
UBE2J1,0.15,0.3694
GNAS,-0.04,0.35719
NUDT9,-0.05,0.82299
GSTM2,0.07,0.10292
CTNND1,0.03,0.81159
REEP5,0,0.92784
SLC35A3,-0.03,0.88018
RRP8,0.08,0.66782
CTNNAL1,-0.03,0.81069
WDTC1,-0.04,0.83543
C2CD2,0.15,0.49018
ABCF3,-0.19,0.51597
ATMIN,0.15,0.20315
KLHL9,-0.24,0.26045
TNFRSF21,0.05,0.70331
ZDHHC6,-0.26,0.19674
METRN,0.04,0.60251
THAP11,-0.05,0.75301
TCFL5,0.04,0.88853
PLEKHJ1,0.1,0.43088
LRRC41,-0.41,0.01753
NET1,-0.48,0.09147
HLA-DMA,0.16,0.06402
BACE2,0,0.98907
RAI14,0,0.98076
KLHDC2,-0.04,0.76511
SH3BP5,-0.06,0.72001
LRP10,0.49,0.22062
TM9SF2,-0.41,0.00271
ENOSF1,0.1,0.1242
ALAS1,-0.67,0.02628
ATP6V0B,-0.14,0.08736
ST6GALNAC2,0.09,0.04651
FZD7,0.11,0.53441
BAG3,0.53,0.01489
NFKBIA,-0.34,0.24058
S100A13,-0.12,0.59875
NISCH,-0.45,0.05756
DUSP14,-0.01,0.98076
HS2ST1,0.23,0.24629
MPZL1,-0.47,0.0607
PRKACA,0.1,0.52082
CDK19,-0.07,0.81109
MBOAT7,0.2,0.27925
LGALS8,-0.17,0.4922
RALGDS,0.12,0.70657
RASA1,0.31,0.0099
CSNK1A1,0.13,0.06699
NOLC1,-0.32,0.02432
HES1,0.05,0.44006
INTS3,0.45,0.15337
DHDDS,-0.1,0.37706
UBQLN2,-0.02,0.84828
MAPKAPK5,-0.5,0.04174
ASCC3,0.16,0.5185
HMGCS1,-0.17,0.01963
CEBPD,0.49,0.06154
RTN2,0.09,0.63625
PLEKHM1,-0.32,0.03606
B4GAT1,-0.01,0.91051
RNPS1,0.2,0.07183
PRPF4,-0.37,0.08319
LSM6,-0.25,0.17995
RFNG,0,0.94054
PYGL,-0.13,0.47598
FGFR2,0.21,0.38338
MMP2,0.11,0.14457
LRPAP1,-0.32,0.04373
WASF3,0.22,0.09328
CRK,0.1,0.72265
MSH6,-0.17,0.44088
KLHL21,-0.08,0.63913
GLRX,-0.15,0.24311
EBP,-0.17,0.24248
SYNE2,-0.09,0.76555
SLC35F2,0.18,0.52437
CDKN1A,0.13,0.67481
EPHA3,-0.04,0.88359
ABL1,-0.1,0.67716
TP53BP1,-0.24,0.12821
TCEA2,0.1,0.51266
STX1A,-0.18,0.24565
CISD1,-0.44,6e-5
COL1A1,0.05,0.47931
KCTD5,-0.07,0.26721
PTK2,0.06,0.6893
TERF2IP,0.12,0.04567
DECR1,-0.02,0.91442
SNX11,-0.26,0.24184
EBNA1BP2,-0.04,0.81167
BCL7B,-0.27,0.20929
FDFT1,-0.27,0.06664
DNAJB1,-0.07,0.65237
NPC1,0.04,0.88417
SNCA,0.08,0.33354
PSME2,0.21,0.49259
PSIP1,0.04,0.69358
COG2,0.38,0.08995
RALA,0.01,0.88766
RPA2,-0.17,0.3527
SCP2,-0.31,0.0508
NCK2,0.08,0.67227
CDK6,0.42,0.34749
CDC42,-0.23,0.01795
ADO,-0.12,0.4498
JUN,0.34,0.03996
TMCO1,-0.24,0.0662
TSPAN4,-0.05,0.34633
HSPA1A,0.3,0.05605
RAD51C,-0.08,0.70933
ITGAE,-0.67,0.01306
EGFR,0.15,0.4053
PRR7,-0.02,0.81794
SLC25A4,-0.22,9.5e-4
FKBP4,-0.04,0.70019
EIF5,-0.02,0.71468
SYPL1,0.06,0.84423
ACAT2,-0.27,0.00266
RAB4A,-0.04,0.73891
RNF167,-0.14,0.54216
PSMD10,0.21,0.19018
TESK1,0.29,0.13033
BAMBI,0.09,0.36721
CRKL,-0.02,0.87806
UTP14A,0.27,0.27639
EAPP,-0.36,0.16058
PLSCR1,0.36,0.21064
CIAPIN1,-0.39,0.14463
SMNDC1,-0.34,0.03053
ARHGEF12,-0.08,0.47947
MPC2,-0.19,0.09922
CDC25B,0.11,0.55659
INPP1,-0.26,0.22719
CYCS,-0.13,0.16509
CALM3,0,0.97513
CAB39,-0.13,0.00871
IER3,-0.45,0.29623
HSPD1,0.12,0.06035
PIK3C2B,-0.43,0.11529
FIS1,-0.29,0.12078
DLD,-0.35,0.00323
MALT1,0.1,0.37397
TPD52L2,0.02,0.93953
ACD,-0.26,0.17258
NUCB2,-0.31,0.09195
PMAIP1,0.11,0.02794
GTF2A2,-0.23,0.24723
ITFG1,0.01,0.91517
KTN1,-0.25,0.0239
USP7,0.08,0.52037
SNX6,-0.41,0.1374
DNTTIP2,-0.03,0.85272
PSMD9,-0.03,0.87063
MYCBP,0.52,0.09908
PIH1D1,-0.48,0.01029
LAGE3,0.06,0.23804
CLSTN1,0.04,0.68989
ARID5B,0.08,0.56489
PDLIM1,0.22,0.16259
GPC1,-0.25,0.31742
SCARB1,-0.11,0.45554
MVP,0.05,0.6354
NUP93,-0.16,0.47939
GADD45B,0.35,0.24484
ASAH1,-0.13,0.23173
SOX2,0.46,0.03525
PDGFA,-0.07,0.70872
ATP6V1D,-0.08,0.24274
VDAC1,-0.07,0.30072
MKNK1,0.08,0.32096
LPGAT1,0.02,0.82322
LYRM1,-0.28,0.20316
NR3C1,0.19,0.38865
COG7,-0.43,0.07251
ACLY,0.12,0.15236
UGDH,0.2,0.46747
PCMT1,0.03,0.34274
USP14,-0.12,0.19396
PNKP,0.31,0.14127
MLLT11,-0.12,0.00762
PSRC1,0.02,0.86239
MAPK9,-0.04,0.68575
IGF2BP2,0.04,0.58705
NUP133,-0.11,0.63051
TXLNA,0.14,0.07471
DCUN1D4,-0.12,0.47315
ECH1,-0.17,0.13732
NRAS,0,0.98993
TBC1D31,-0.65,0.12937
NPRL2,-0.02,0.90735
ITGB5,0.14,0.03624
STXBP1,0.07,0.19482
VAT1,-0.07,0.54182
DNAJB2,-0.1,0.68232
KDM5B,0.37,0.0545
ELOVL6,-0.12,0.59225
GATA2,0.06,0.26152
DFFB,0.12,0.08884
POLR2K,-0.24,0.00462
PSMD2,-0.51,1.8e-4
GRN,-0.19,0.24276
TRAM2,0.15,0.05917
TMEM50A,0.02,0.82837
GLOD4,0.07,0.61008
SCCPDH,-0.1,0.44645
CCNE2,0.1,0.54717
YME1L1,-0.34,0.32565
HSD17B11,-0.14,0.59181
TES,0.1,0.16573
GNA11,-0.24,0.35986
DUSP3,-0.12,0.52026
STX4,-0.08,0.76444
UBE2L6,-0.08,0.75061
MAP7,0.24,0.16375
TRIM2,0.01,0.90013
AKAP8,0.07,0.70117
BLVRA,-0.51,0.0044
XPNPEP1,-0.16,0.61818
RAB21,0.14,0.23064
HTATSF1,-0.07,0.39478
PLA2G4A,-0.55,0.02199
MBNL1,0.18,0.04872
NOSIP,-0.07,0.74361
ATP2C1,-0.03,0.81288
PHKA1,-0.23,0.09613
GRB10,0.21,0.3929
RBKS,-0.52,0.06805
PHKB,0.03,0.89615
ANO10,0.06,0.46641
CHIC2,0.01,0.9356
PHGDH,0.43,0.141
TCEAL4,-0.22,0.0073
POP4,-0.5,0.10572
TIMP2,0.23,0.10287
ARHGEF2,-0.1,0.40054
CRYZ,0.2,0.42514
EVL,0.19,0.17687
CIRBP,-0.14,0.07737
MTFR1,0.17,0.37676
RPL39L,-0.09,0.60464
MAP3K4,0.2,0.26286
CREG1,0.23,0.17349
PAF1,-0.12,0.49536
CSNK2A2,0,0.9906
JADE2,-0.02,0.94751
HMGCR,-0.07,0.50545
ZMYM2,-0.14,0.31567
RPN1,0.14,0.37666
CANT1,0.09,0.64895
TRAPPC3,-0.63,0.0291
TOMM34,-0.16,0.4898
KAT6B,-0.01,0.94623
ITGB1BP1,0.03,0.7907
SLC27A3,-0.04,0.53889
MFSD10,0.08,0.40926
HSPB1,0.05,0.80862
SLC25A46,-0.38,0.02097
NRIP1,-0.02,0.91388
CRTAP,-0.15,0.50032
NNT,0.14,0.40604
MAPKAPK3,0.03,0.86429
TIMM22,-0.05,0.72378
IPO13,-0.07,0.77298
GNB5,0.15,0.35616
CD320,-0.01,0.96619
MTHFD2,0.12,0.60316
FAT1,0.45,0.08529
AGL,0.16,0.3447
EDEM1,0.22,0.27719
MAT2A,-0.28,0.08609
COG4,0.19,0.27022
MEF2C,0.1,0.0022
SIRT3,-0.14,0.62561
CYTH1,-0.24,0.06955
MCOLN1,-0.32,0.08581
FOXO4,0.06,0.85007
GTF2E2,0.13,0.56457
JMJD6,-0.7,1.9e-4
EED,-0.03,0.8933
ST3GAL5,-0.28,0.05723
BLCAP,0.18,0.09798
PWP1,-0.09,0.68745
NGRN,-0.08,0.05131
STUB1,-0.11,0.44085
ABHD6,-0.29,0.15623
FKBP14,0.49,0.02739
SLC25A13,0.01,0.9497
TATDN2,-0.29,0.14234
PLA2G15,0.1,0.19166
