HGNC_Symbol,LFC,p
CFLAR,0.08,0.40772
CAT,0.03,0.79452
DCTD,0.06,0.5417
CYB561,0.06,0.4419
PRKX,NA,NA
RGS2,-0.11,0.31191
CLTB,0,0.9845
UBE2A,NA,NA
TMEM97,-0.1,0.31391
DNAJB6,0.12,0.40334
P4HTM,-0.04,0.63969
TSPAN6,NA,NA
NENF,0.12,0.32297
TLR4,-0.08,0.3621
CRELD2,-0.04,0.58742
KIT,0.08,0.46849
HPRT1,NA,NA
CTSL,0.06,0.73183
SKP1,0.14,0.53468
RRAGA,0.01,0.9474
SMARCC1,-0.01,0.95621
UBE2J1,0.01,0.9
GNAS,0.01,0.92352
NUDT9,-0.04,0.68432
GSTM2,-0.09,0.30822
CTNND1,-0.01,0.92653
REEP5,-0.01,0.92421
SLC35A3,0.07,0.39765
RRP8,0.11,0.22375
CTNNAL1,0.04,0.48764
WDTC1,-0.03,0.74658
C2CD2,-0.01,0.86506
ABCF3,0.09,0.24282
ATMIN,0.05,0.59874
KLHL9,0.03,0.69442
TNFRSF21,-0.16,0.04384
ZDHHC6,-0.05,0.5778
METRN,0.1,0.3033
THAP11,0.02,0.80303
TCFL5,-0.06,0.42161
PLEKHJ1,NA,NA
LRRC41,-0.01,0.86042
NET1,-0.04,0.70198
HLA-DMA,-0.07,0.88708
BACE2,0.11,0.32131
RAI14,0.09,0.31727
KLHDC2,0.01,0.96233
SH3BP5,-0.05,0.55636
LRP10,0,0.96479
TM9SF2,-0.1,0.44618
ENOSF1,0.11,0.08391
ALAS1,0.11,0.16176
ATP6V0B,-0.28,0.2605
ST6GALNAC2,NA,NA
FZD7,0.04,0.63297
BAG3,0.04,0.72516
NFKBIA,-0.15,0.10998
S100A13,NA,NA
NISCH,-0.02,0.84246
DUSP14,0.06,0.52456
HS2ST1,0.15,0.1062
MPZL1,-0.01,0.94512
PRKACA,-0.04,0.7095
CDK19,-0.04,0.69299
MBOAT7,NA,NA
LGALS8,0.01,0.89221
RALGDS,NA,NA
RASA1,0.06,0.6794
CSNK1A1,NA,NA
NOLC1,-0.01,0.96137
HES1,-0.01,0.9082
INTS3,-0.03,0.63956
DHDDS,-0.01,0.91224
UBQLN2,NA,NA
MAPKAPK5,-0.04,0.6165
ASCC3,-0.02,0.74282
HMGCS1,0.22,0.14835
CEBPD,0.14,0.24903
RTN2,0,0.99469
PLEKHM1,-0.12,0.46142
B4GAT1,0.06,0.68301
RNPS1,0.2,0.12669
PRPF4,-0.14,0.14652
LSM6,-0.11,0.56434
RFNG,0.06,0.53852
PYGL,0,0.96088
FGFR2,-0.08,0.42474
MMP2,-0.05,0.56889
LRPAP1,0.01,0.93353
WASF3,0.06,0.56422
CRK,0.07,0.51327
MSH6,0.08,0.43808
KLHL21,0.06,0.46772
GLRX,0.07,0.48096
EBP,NA,NA
SYNE2,0.01,0.78977
SLC35F2,-0.09,0.26726
CDKN1A,0,0.98405
EPHA3,-0.03,0.65001
ABL1,-0.01,0.86241
TP53BP1,-0.04,0.654
TCEA2,0.01,0.93287
STX1A,0.03,0.79488
CISD1,0.17,0.33163
COL1A1,0.03,0.67263
KCTD5,0.02,0.79918
PTK2,0.06,0.63364
TERF2IP,-0.04,0.78212
DECR1,0.11,0.34899
SNX11,0.02,0.73991
EBNA1BP2,0.08,0.45139
BCL7B,0.08,0.46179
FDFT1,-0.01,0.91217
DNAJB1,-0.07,0.68126
NPC1,-0.07,0.43783
SNCA,0.04,0.82133
PSME2,0.11,0.16016
PSIP1,0.13,0.60159
COG2,-0.07,0.47879
RALA,0.14,0.16439
RPA2,0.08,0.56544
SCP2,-0.04,0.65539
NCK2,-0.13,0.09808
CDK6,0.08,0.30807
CDC42,-0.13,0.29597
ADO,-0.03,0.67366
JUN,0.09,0.25285
TMCO1,-0.11,0.39469
TSPAN4,0,0.9798
HSPA1A,0.23,0.70948
RAD51C,0.04,0.64415
ITGAE,0.03,0.75202
EGFR,-0.03,0.73051
PRR7,0.01,0.9351
SLC25A4,0.11,0.44821
FKBP4,0.07,0.64076
EIF5,-0.09,0.54791
SYPL1,-0.01,0.93746
ACAT2,0.17,0.24139
RAB4A,-0.05,0.54736
RNF167,0.03,0.70492
PSMD10,NA,NA
TESK1,-0.02,0.88234
BAMBI,-0.1,0.1908
CRKL,0.1,0.2445
UTP14A,NA,NA
EAPP,0.05,0.64328
PLSCR1,-0.05,0.51713
CIAPIN1,0.03,0.7863
SMNDC1,0.21,0.17527
ARHGEF12,-0.03,0.7781
MPC2,0.03,0.74276
CDC25B,0.08,0.45262
INPP1,0.02,0.80477
CYCS,-0.09,0.68951
CALM3,0.14,0.6469
CAB39,0.12,0.32814
IER3,0.06,0.55663
HSPD1,-0.05,0.82539
PIK3C2B,0.03,0.72907
FIS1,0.09,0.37734
DLD,-0.03,0.80471
MALT1,0.11,0.18764
TPD52L2,-0.07,0.40181
ACD,0,0.995
NUCB2,0.11,0.30289
PMAIP1,0,0.96845
GTF2A2,-0.09,0.37851
ITFG1,0.06,0.63926
KTN1,0.07,0.64332
USP7,0.2,0.21391
SNX6,0.01,0.96168
DNTTIP2,0.02,0.90988
PSMD9,0.07,0.29438
MYCBP,NA,NA
PIH1D1,0,0.98146
LAGE3,NA,NA
CLSTN1,0.11,0.43246
ARID5B,-0.01,0.91745
PDLIM1,-0.05,0.61751
GPC1,0.06,0.42634
SCARB1,-0.08,0.18649
MVP,-0.06,0.41758
NUP93,0.07,0.46097
GADD45B,-0.01,0.96015
ASAH1,0,0.97696
SOX2,0.04,0.7134
PDGFA,0.04,0.6279
ATP6V1D,0.01,0.97154
VDAC1,0.06,0.71729
MKNK1,0,0.99309
LPGAT1,0.04,0.65956
LYRM1,-0.15,0.23224
NR3C1,0.01,0.87237
COG7,0.04,0.58522
ACLY,-0.02,0.79927
UGDH,-0.07,0.44417
PCMT1,-0.02,0.84343
USP14,0.04,0.61722
PNKP,0,0.97106
MLLT11,0.06,0.612
PSRC1,0.01,0.89553
MAPK9,0.1,0.62753
IGF2BP2,0.07,0.46482
NUP133,0.02,0.77187
TXLNA,-0.18,0.02482
DCUN1D4,0.15,0.34765
ECH1,NA,NA
NRAS,-0.02,0.76844
TBC1D31,-0.02,0.75856
NPRL2,-0.02,0.8215
ITGB5,0.02,0.84941
STXBP1,0.08,0.77635
VAT1,-0.04,0.53971
DNAJB2,0.07,0.27847
KDM5B,-0.13,0.07435
ELOVL6,0.07,0.39419
GATA2,-0.05,0.60571
DFFB,-0.01,0.8619
POLR2K,0.14,0.33693
PSMD2,0.06,0.5628
GRN,-0.04,0.61875
TRAM2,0.02,0.78448
TMEM50A,-0.11,0.46311
GLOD4,-0.02,0.84232
SCCPDH,0,0.98312
CCNE2,-0.02,0.78546
YME1L1,-0.14,0.17144
HSD17B11,0.1,0.4004
TES,0.09,0.45672
GNA11,-0.03,0.73598
DUSP3,-0.01,0.87117
STX4,0.04,0.64444
UBE2L6,0.04,0.71027
MAP7,-0.04,0.62458
TRIM2,0.09,0.36772
AKAP8,0.08,0.44316
BLVRA,0.06,0.56485
XPNPEP1,-0.06,0.44222
RAB21,0.08,0.4391
HTATSF1,NA,NA
PLA2G4A,0.05,0.42826
MBNL1,0.03,0.79174
NOSIP,0.03,0.82476
ATP2C1,0.03,0.80802
PHKA1,NA,NA
GRB10,-0.12,0.21907
RBKS,0.01,0.83098
PHKB,0.02,0.84756
ANO10,-0.05,0.65281
CHIC2,0.15,0.08701
PHGDH,0.02,0.81465
TCEAL4,NA,NA
POP4,0.09,0.34191
TIMP2,0.04,0.78091
ARHGEF2,-0.02,0.7943
CRYZ,0.02,0.84305
EVL,0.02,0.82902
CIRBP,0.12,0.58726
MTFR1,0.04,0.51819
RPL39L,-0.01,0.85073
MAP3K4,-0.08,0.36962
CREG1,-0.05,0.52667
PAF1,-0.04,0.60886
CSNK2A2,0.04,0.73315
JADE2,-0.09,0.23731
HMGCR,-0.05,0.64716
ZMYM2,0.12,0.34788
RPN1,0.03,0.78092
CANT1,0.01,0.88632
TRAPPC3,-0.01,0.93984
TOMM34,0,0.97489
KAT6B,0,0.97398
ITGB1BP1,0.05,0.69241
SLC27A3,0.05,0.47607
MFSD10,-0.02,0.7997
HSPB1,0.11,0.28705
SLC25A46,0.05,0.58593
NRIP1,0.06,0.63458
CRTAP,0.01,0.89676
NNT,0.02,0.80975
MAPKAPK3,-0.06,0.53915
TIMM22,-0.05,0.6214
IPO13,-0.06,0.25846
GNB5,0.04,0.61846
CD320,0.02,0.85128
MTHFD2,-0.09,0.35759
FAT1,0,0.98481
AGL,0.04,0.56776
EDEM1,-0.07,0.56189
MAT2A,-0.04,0.71328
COG4,-0.09,0.40028
MEF2C,0.08,0.6774
SIRT3,-0.06,0.55258
CYTH1,-0.07,0.47526
MCOLN1,0.07,0.31077
FOXO4,NA,NA
GTF2E2,0.07,0.42935
JMJD6,0.02,0.85342
EED,-0.07,0.40733
ST3GAL5,0.1,0.25991
BLCAP,0.03,0.79423
PWP1,-0.07,0.44065
NGRN,NA,NA
STUB1,0.05,0.69779
ABHD6,-0.13,0.08904
FKBP14,0.02,0.85388
SLC25A13,0,0.9794
TATDN2,NA,NA
PLA2G15,-0.09,0.20883
PIP4K2B,-0.03,0.73938
DHX29,-0.04,0.53797
CSK,0.08,0.3436
PTPN12,0.09,0.24711
WFS1,0.1,0.14681
RB1,0.03,0.72422
PCK2,0.07,0.44093
COPS7A,-0.07,0.36789
RAP1GAP,0.03,0.66605
ST7,-0.06,0.51469
VPS28,-0.04,0.66958
ETV1,-0.06,0.44886
RNH1,-0.06,0.48121
XPO7,-0.05,0.62367
NFATC4,-0.01,0.90631
PNP,0.04,0.62097
RAB11FIP2,0.08,0.32975
ILK,-0.02,0.79917
NCOA3,0,0.976
ATF1,0.09,0.28642
GNAI1,0.11,0.45263
SNX13,0.11,0.25073
TICAM1,0,0.95363
SPEN,0.06,0.44411
PSMG1,-0.01,0.93482
TSC22D3,NA,NA
SDHB,0.06,0.43922
TXNL4B,0.11,0.26
NIPSNAP1,0.06,0.5583
ADAT1,-0.07,0.37427
RPIA,-0.02,0.81424
PCCB,-0.07,0.43058
SORBS3,0.04,0.67212
CHEK1,0.11,0.09335
CCDC86,0.03,0.76757
SQSTM1,0.01,0.87887
BDH1,0,0.96641
ATG3,0.07,0.45557
HTRA1,0.06,0.48347
FAH,0.02,0.80341
ABCB6,NA,NA
LSM5,0.09,0.77683
NIT1,0.08,0.3732
GAA,0.01,0.87014
STAT5B,0.04,0.61578
EIF4G1,-0.05,0.41729
SKIV2L,0.08,0.87646
NCAPD2,-0.02,0.83974
BECN1,-0.02,0.85201
ARHGAP1,-0.04,0.74989
FSD1,-0.02,0.75159
HSPA4,0.11,0.22235
CEP57,0.08,0.24848
PAFAH1B3,0.02,0.824
GNPDA1,-0.02,0.82164
PARP1,0.04,0.72738
GABPB1,-0.11,0.2467
SNAP25,0.33,0.40228
FOXJ3,-0.07,0.32702
VGLL4,-0.01,0.85481
SLC11A2,-0.1,0.42744
RBM15B,0.1,0.29534
ELAVL1,0.05,0.53055
STK10,-0.08,0.47444
PTK2B,0.09,0.21991
NCK1,0.07,0.48885
MAPK13,-0.02,0.83298
PPARD,0,0.95241
GPATCH8,0.03,0.75112
MAST2,0.07,0.41125
ZNF589,-0.03,0.6094
TGFB3,-0.04,0.73882
CCNB1,0,0.97715
ATP11B,-0.03,0.74247
ATF5,-0.06,0.4391
CGRRF1,0.03,0.73624
DDIT4,0,0.98315
TNIP1,-0.03,0.7053
PSMB10,0.01,0.94073
PRAF2,NA,NA
SESN1,0.02,0.86309
WIPF2,0,0.99822
HACD3,0.12,0.44744
TPM1,0.1,0.35163
MAPKAPK2,0.08,0.42191
TOPBP1,-0.02,0.83554
SPP1,0.04,0.81461
MTF2,-0.05,0.54589
SMAD3,-0.04,0.56031
SPAG7,-0.09,0.73538
SPTLC2,-0.01,0.89142
CASP7,-0.02,0.82581
NUP85,0.02,0.80477
TMEM109,-0.05,0.51002
RAE1,0.02,0.84676
SCRN1,-0.1,0.61241
PRKCQ,-0.09,0.28912
PLOD3,-0.1,0.22977
NFIL3,0.11,0.22213
GNAI2,0.03,0.78819
ACAA1,0.04,0.66595
NOTCH1,-0.04,0.61206
CEBPZ,-0.06,0.53681
PAFAH1B1,0.14,0.55347
WDR7,0.09,0.43477
IGF1R,0.12,0.22562
CDK7,0.02,0.78666
VAV3,0.03,0.66083
CETN3,0.02,0.83551
HAT1,-0.06,0.48233
PAN2,0.01,0.92984
TSPAN3,0.1,0.37218
DDX42,0.08,0.47145
GOLT1B,0.14,0.22294
PDIA5,-0.06,0.41138
SMARCD2,-0.01,0.88028
TSEN2,-0.04,0.67378
