HGNC_Symbol,LFC,p
CFLAR,0.07,0.00294
CAT,-0.04,0.29186
DCTD,-0.03,0.07868
CYB561,-0.05,0.11224
PRKX,0.14,0.00663
RGS2,-0.06,0.36735
CLTB,-0.07,0.09422
UBE2A,0,0.97817
TMEM97,-0.03,0.22605
DNAJB6,-0.03,0.31693
P4HTM,-0.01,0.73889
TSPAN6,0.04,0.21679
NENF,-0.02,0.41343
TLR4,-0.03,0.50664
CRELD2,0.07,0.00459
KIT,-0.05,0.31127
HPRT1,0,0.97777
CTSL,-0.01,0.68031
SKP1,-0.05,0.00449
RRAGA,-0.06,0.00407
SMARCC1,0.03,0.06984
UBE2J1,-0.02,0.27195
GNAS,-0.05,0.02139
NUDT9,-0.02,0.76846
GSTM2,-0.09,0.00308
CTNND1,-0.04,0.28938
REEP5,-0.04,0.28212
SLC35A3,0.01,0.68199
RRP8,0.04,0.00327
CTNNAL1,-0.1,4.1e-4
WDTC1,0,0.92218
C2CD2,0.09,4e-4
ABCF3,0,0.76918
ATMIN,-0.05,0.0987
KLHL9,0,0.98595
TNFRSF21,0.02,0.37319
ZDHHC6,-0.01,0.57534
METRN,-0.04,0.12031
THAP11,-0.02,0.70503
TCFL5,0,0.95574
PLEKHJ1,-0.09,6.7e-4
LRRC41,-0.01,0.3374
NET1,-0.03,0.64884
HLA-DMA,0,0.96769
BACE2,0.1,0.01952
RAI14,-0.06,0.0749
KLHDC2,-0.08,1.5e-4
SH3BP5,0.02,0.61605
LRP10,0.09,0.00691
TM9SF2,-0.07,1e-5
ENOSF1,0.15,0.35525
ALAS1,-0.04,0.09488
ATP6V0B,-0.07,0.06986
ST6GALNAC2,NA,NA
FZD7,0.1,0.01848
BAG3,0.25,0.00118
NFKBIA,0.09,0.0416
S100A13,0.03,0.4584
NISCH,0.08,6.5e-4
DUSP14,-0.17,0.01715
HS2ST1,0,0.95831
MPZL1,-0.02,0.28237
PRKACA,0.03,0.23316
CDK19,0.02,0.36981
MBOAT7,0.04,0.14741
LGALS8,-0.01,0.56167
RALGDS,0.1,0.05028
RASA1,0.01,0.39932
CSNK1A1,-0.01,0.39162
NOLC1,0.03,0.06961
HES1,-0.21,0.0568
INTS3,0.03,0.09108
DHDDS,-0.07,0
UBQLN2,0.02,0.41503
MAPKAPK5,-0.03,0.01313
ASCC3,0.01,0.46596
HMGCS1,-0.13,0.07937
CEBPD,0.25,8.9e-4
RTN2,-0.1,0.01095
PLEKHM1,0.04,0.10462
B4GAT1,0,0.90924
RNPS1,0.02,0.52799
PRPF4,-0.02,0.13505
LSM6,0.09,0.00366
RFNG,0.03,0.11379
PYGL,0.19,0.00127
FGFR2,-0.07,0.02266
MMP2,NA,NA
LRPAP1,-0.02,0.25755
WASF3,-0.03,0.05336
CRK,-0.03,0.22704
MSH6,0.06,0.00373
KLHL21,0.05,0.00533
GLRX,0.03,0.43645
EBP,-0.1,0.03633
SYNE2,0,0.99826
SLC35F2,0.13,2e-4
CDKN1A,0.38,1e-4
EPHA3,-0.05,0.10226
ABL1,0,0.95006
TP53BP1,-0.03,0.03696
TCEA2,0,0.92384
STX1A,-0.13,0.00438
CISD1,-0.07,0.00115
COL1A1,NA,NA
KCTD5,0.04,0.12534
PTK2,0.01,0.55229
TERF2IP,-0.04,0.27724
DECR1,0.05,0.26726
SNX11,-0.01,0.65522
EBNA1BP2,-0.04,0.12254
BCL7B,-0.03,0.5138
FDFT1,-0.04,0.09519
DNAJB1,0.02,0.86948
NPC1,0.07,0.04982
SNCA,-0.05,0.40883
PSME2,0.04,0.19401
PSIP1,-0.03,0.05291
COG2,0.01,0.72822
RALA,-0.05,0.26653
RPA2,-0.03,0.2639
SCP2,-0.02,0.30145
NCK2,0,0.85462
CDK6,0.04,0.12144
CDC42,-0.09,2e-5
ADO,-0.06,0.00141
JUN,-0.08,0.51795
TMCO1,0.01,0.59355
TSPAN4,0.04,0.2126
HSPA1A,0.03,0.8836
RAD51C,0,0.86232
ITGAE,-0.03,0.38768
EGFR,-0.1,0.00678
PRR7,-0.05,0.22723
SLC25A4,-0.03,0.29696
FKBP4,-0.02,0.66805
EIF5,-0.04,0.07135
SYPL1,0.02,0.47151
ACAT2,-0.18,0.00537
RAB4A,0,0.78656
RNF167,0.03,0.09961
PSMD10,0.01,0.73795
TESK1,0,0.89189
BAMBI,-0.05,0.21245
CRKL,-0.02,0.42871
UTP14A,-0.01,0.73451
EAPP,-0.03,0.17394
PLSCR1,0.2,7.6e-4
CIAPIN1,-0.04,0.18046
SMNDC1,0.05,0.21268
ARHGEF12,-0.02,0.21914
MPC2,-0.06,0.06098
CDC25B,-0.04,0.2683
INPP1,-0.03,0.24637
CYCS,-0.1,0.16244
CALM3,-0.02,0.51734
CAB39,-0.02,0.20551
IER3,-0.02,0.76317
HSPD1,0.01,0.91587
PIK3C2B,0.03,0.22726
FIS1,-0.07,0.01905
DLD,-0.04,0.32895
MALT1,0.02,0.30063
TPD52L2,0.03,0.17937
ACD,0,0.95331
NUCB2,0.02,0.26798
PMAIP1,NA,NA
GTF2A2,-0.07,0.00121
ITFG1,-0.1,8e-5
KTN1,-0.01,0.52752
