HGNC_Symbol,LFC,p
CFLAR,-0.16,0.43021
CAT,0.2,0.29576
DCTD,0.09,0.62821
CYB561,0.09,0.50977
PRKX,-0.18,0.51131
RGS2,0.29,0.57987
CLTB,-0.22,0.08944
UBE2A,0.37,0.36988
TMEM97,0.58,0.37803
DNAJB6,0.18,0.44477
P4HTM,-0.18,0.07504
TSPAN6,-0.12,0.51033
NENF,0.17,0.32782
TLR4,0.27,0.27837
CRELD2,0.02,0.86773
KIT,0.19,0.36386
HPRT1,0.01,0.91454
CTSL,0.04,0.76569
SKP1,-0.03,0.73191
RRAGA,-0.21,0.06685
SMARCC1,0.44,0.04093
UBE2J1,1.2,0.36365
GNAS,0.01,0.88065
NUDT9,0.02,0.8349
GSTM2,-0.08,0.68409
CTNND1,-0.17,0.23842
REEP5,-0.13,0.48231
SLC35A3,0.07,0.77294
RRP8,0.26,0.24149
CTNNAL1,0.02,0.93469
WDTC1,-0.04,0.76586
C2CD2,-0.21,0.22879
ABCF3,-0.19,0.09587
ATMIN,0.01,0.94496
KLHL9,-0.09,0.45039
TNFRSF21,-0.21,0.23041
ZDHHC6,-0.09,0.37354
METRN,0.29,0.14254
THAP11,0.23,0.33959
TCFL5,0.07,0.5987
PLEKHJ1,0.33,0.0513
LRRC41,-0.08,0.29751
NET1,0.05,0.76307
HLA-DMA,0.35,0.70367
BACE2,-0.27,0.19084
RAI14,-0.06,0.71715
KLHDC2,-0.14,0.14152
SH3BP5,0.1,0.53743
LRP10,-0.04,0.85158
TM9SF2,-0.04,0.7321
ENOSF1,0.13,0.66498
ALAS1,-0.2,0.1402
ATP6V0B,-0.08,0.49575
ST6GALNAC2,NA,NA
FZD7,0.19,0.46835
BAG3,0.08,0.90499
NFKBIA,-0.14,0.62916
S100A13,0.16,0.42296
NISCH,-0.15,0.18014
DUSP14,0.08,0.52659
HS2ST1,0.43,0.09634
MPZL1,-0.07,0.4768
PRKACA,-0.09,0.62693
CDK19,-0.17,0.18139
MBOAT7,-0.01,0.97047
LGALS8,-0.32,0.01135
RALGDS,-0.29,0.21304
RASA1,-0.1,0.36221
CSNK1A1,0.07,0.53925
NOLC1,0.29,0.52171
HES1,0.45,0.0776
INTS3,0.1,0.25095
DHDDS,0.12,0.23562
UBQLN2,-0.11,0.18029
MAPKAPK5,0.16,0.52652
ASCC3,0.04,0.83688
HMGCS1,-0.21,0.54146
CEBPD,-0.23,0.4786
RTN2,-0.06,0.70347
PLEKHM1,0.08,0.40826
B4GAT1,-0.19,0.15398
RNPS1,0.1,0.3636
PRPF4,0.28,0.46645
LSM6,0.59,0.26907
RFNG,0.17,0.26058
PYGL,-0.22,0.36919
FGFR2,-0.2,0.29987
MMP2,-0.16,0.44218
LRPAP1,0.09,0.64135
WASF3,0.07,0.57171
CRK,-0.08,0.33782
MSH6,0.3,0.50178
KLHL21,-0.11,0.5118
GLRX,-0.25,0.2018
EBP,0.32,0.28337
SYNE2,0.87,0.31997
SLC35F2,0.59,0.19776
CDKN1A,-0.06,0.88564
EPHA3,-0.19,0.42283
ABL1,0,0.99082
TP53BP1,-0.15,0.24076
TCEA2,-0.11,0.35288
STX1A,0.02,0.93066
CISD1,0.32,0.05555
COL1A1,0.4,0.60937
KCTD5,-0.04,0.86417
PTK2,-0.33,0.0081
TERF2IP,-0.12,0.21865
DECR1,0.17,0.22123
SNX11,-0.14,0.33675
EBNA1BP2,0.12,0.52949
BCL7B,0.06,0.65725
FDFT1,-0.01,0.93554
DNAJB1,0.33,0.76951
NPC1,-0.14,0.59475
SNCA,-0.1,0.60073
PSME2,0.28,0.66472
PSIP1,0.12,0.64452
COG2,0.03,0.86165
RALA,0.38,0.09575
RPA2,0.18,0.41935
SCP2,-0.01,0.91775
NCK2,-0.06,0.53659
CDK6,0.39,0.29998
CDC42,0.04,0.75913
ADO,-0.09,0.43362
JUN,-0.16,0.5916
TMCO1,0.24,0.11065
TSPAN4,0.14,0.30817
HSPA1A,0.21,0.7083
RAD51C,0.3,0.11713
ITGAE,0.17,0.31582
EGFR,0.2,0.29891
PRR7,0.47,0.05481
SLC25A4,-0.12,0.4265
FKBP4,0.31,0.29837
EIF5,-0.05,0.76753
SYPL1,0.18,0.76191
ACAT2,0.09,0.41989
RAB4A,0,0.98187
RNF167,-0.04,0.74344
PSMD10,0.03,0.66973
TESK1,0.24,0.04306
BAMBI,-0.06,0.7088
CRKL,-0.07,0.72047
UTP14A,0.26,0.53288
EAPP,-0.16,0.08224
PLSCR1,-0.52,0.05371
CIAPIN1,0.05,0.73276
SMNDC1,0.2,0.50542
ARHGEF12,-0.14,0.28179
MPC2,0.36,0.36665
CDC25B,0.17,0.55963
INPP1,-0.3,0.11819
CYCS,0.04,0.72187
CALM3,-0.02,0.89291
CAB39,-0.19,0.06926
IER3,-0.06,0.84777
HSPD1,0.73,0.20132
PIK3C2B,-0.41,0.00128
FIS1,0.1,0.35531
DLD,0.16,0.41671
MALT1,0.3,0.31211
TPD52L2,0.01,0.90169
ACD,0.1,0.33285
NUCB2,0.35,0.16902
PMAIP1,1.62,0.21164
GTF2A2,0.21,0.08879
ITFG1,0,0.99705
KTN1,0.23,0.08331
USP7,0.07,0.4464
SNX6,0.1,0.56886
DNTTIP2,0.16,0.46373
PSMD9,0.54,0.33173
MYCBP,0.83,0.28749
PIH1D1,-0.03,0.81121
LAGE3,0.08,0.49275
CLSTN1,-0.2,0.08494
ARID5B,-0.28,0.02584
PDLIM1,-0.44,0.10004
GPC1,-0.03,0.84321
SCARB1,0.09,0.4719
MVP,-0.41,0.27162
NUP93,0.69,0.29048
GADD45B,-1.05,0.25174
ASAH1,-0.22,0.13708
SOX2,0.36,0.1254
PDGFA,-0.23,0.15584
ATP6V1D,-0.07,0.52049
VDAC1,-0.03,0.86257
MKNK1,-0.09,0.42177
LPGAT1,-0.11,0.47831
LYRM1,0,0.98666
NR3C1,-0.19,0.04788
COG7,0.23,0.23394
ACLY,0.25,0.19397
UGDH,0,0.99248
PCMT1,-0.07,0.59461
USP14,-0.09,0.44308
PNKP,-0.02,0.83294
MLLT11,-0.05,0.75831
PSRC1,-0.39,0.01847
MAPK9,-0.14,0.44505
IGF2BP2,-0.04,0.88101
NUP133,0.02,0.88282
TXLNA,-0.04,0.76321
DCUN1D4,-0.2,0.12479
ECH1,-0.01,0.94076
NRAS,0.39,0.29262
TBC1D31,0.38,0.00411
NPRL2,-0.04,0.66551
ITGB5,-0.09,0.58469
STXBP1,-0.26,0.05469
VAT1,0.04,0.86076
DNAJB2,-0.11,0.38839
KDM5B,-0.15,0.31686
ELOVL6,0.07,0.72317
GATA2,0.05,0.84831
DFFB,-0.23,0.07725
POLR2K,0.01,0.90474
PSMD2,0.2,0.22572
GRN,0.63,0.28843
TRAM2,0.11,0.5125
TMEM50A,0.02,0.85179
GLOD4,-0.03,0.81748
SCCPDH,-0.2,0.09419
CCNE2,0.25,0.52246
YME1L1,0.34,0.36303
HSD17B11,-0.12,0.4419
TES,-0.02,0.89734
GNA11,0,0.99897
DUSP3,-0.04,0.80303
STX4,0,0.99792
UBE2L6,-0.05,0.8969
MAP7,-0.48,0.01135
TRIM2,0.35,0.11835
AKAP8,-0.22,0.08293
BLVRA,0.01,0.93652
XPNPEP1,0.17,0.58681
RAB21,-0.06,0.41304
HTATSF1,-0.08,0.58701
PLA2G4A,-0.34,0.13486
MBNL1,0,0.99921
NOSIP,0.21,0.03977
ATP2C1,0.12,0.2952
PHKA1,0.42,0.20759
GRB10,0.07,0.68779
RBKS,0.12,0.36406
PHKB,-0.12,0.27534
ANO10,-0.05,0.743
CHIC2,0.15,0.433
PHGDH,0.13,0.47783
TCEAL4,-0.09,0.3647
POP4,0.19,0.45279
TIMP2,-0.1,0.52402
ARHGEF2,-0.01,0.93232
CRYZ,0.29,0.47278
EVL,0.06,0.68311
CIRBP,-0.03,0.88489
MTFR1,-0.02,0.93949
