HGNC_Symbol,LFC,p
CFLAR,0.19,0.51643
CAT,-0.25,0.07108
DCTD,0.07,0.57456
CYB561,0.38,0.13069
PRKX,0.58,0.14252
RGS2,0.24,0.10167
CLTB,0.01,0.48721
UBE2A,0,0.98658
TMEM97,-0.09,0.52874
DNAJB6,-0.1,0.45004
P4HTM,NA,NA
TSPAN6,0.1,0.36879
NENF,0.22,0.41877
TLR4,NA,NA
CRELD2,NA,NA
KIT,-0.47,0.19282
HPRT1,0.01,0.94736
CTSL,-0.17,0.15691
SKP1,0.03,0.89218
RRAGA,-0.02,0.82766
SMARCC1,0.08,0.60439
UBE2J1,0.09,0.46112
GNAS,-0.02,0.39292
NUDT9,NA,NA
GSTM2,-0.14,0.33627
CTNND1,0.33,0.12481
REEP5,-0.14,0.37282
SLC35A3,-0.12,0.36596
RRP8,-0.1,0.80675
CTNNAL1,0.03,0.82194
WDTC1,0.05,0.58456
C2CD2,0.34,0.01352
ABCF3,-0.03,0.74452
ATMIN,0.09,0.55984
KLHL9,-0.08,0.41891
TNFRSF21,-0.14,0.4556
ZDHHC6,NA,NA
METRN,NA,NA
THAP11,0.16,0.2323
TCFL5,-0.15,0.46858
PLEKHJ1,NA,NA
LRRC41,-0.13,0.36517
NET1,1.04,0.05578
HLA-DMA,-0.58,0.07801
BACE2,NA,NA
RAI14,-0.04,0.89746
KLHDC2,NA,NA
SH3BP5,-0.29,0.00877
LRP10,0,0.97435
TM9SF2,0.24,0.04057
ENOSF1,-0.24,0.34303
ALAS1,-0.14,0.46745
ATP6V0B,-0.07,0.4762
ST6GALNAC2,-0.1,0.71268
FZD7,-0.03,0.9405
BAG3,NA,NA
NFKBIA,0.32,0.06972
S100A13,-0.04,0.84752
NISCH,0.08,0.49889
DUSP14,0.08,0.56429
HS2ST1,0.1,0.53327
MPZL1,0.39,0.18069
PRKACA,-0.22,0.21032
CDK19,-0.11,0.51205
MBOAT7,0.09,0.37986
LGALS8,-0.02,0.86597
RALGDS,-0.59,0.07371
RASA1,-0.02,0.86838
CSNK1A1,0.07,0.66286
NOLC1,0.08,0.61905
HES1,0.1,0.6096
INTS3,0,0.98061
DHDDS,NA,NA
UBQLN2,0.11,0.54363
MAPKAPK5,0.06,0.77514
ASCC3,0.4,0.3851
HMGCS1,-0.31,0.47888
CEBPD,0.62,0.0065
RTN2,0.06,0.61876
PLEKHM1,-0.01,0.95141
B4GAT1,-0.07,0.57241
RNPS1,-0.2,0.21166
PRPF4,0.05,0.42856
LSM6,-0.06,0.76663
