HGNC_Symbol,LFC,p
CFLAR,-0.01,0.53967
CAT,-0.07,0.06128
DCTD,1.22,0.17556
CYB561,-0.05,0.77782
PRKX,0.16,0.42926
RGS2,-0.76,0.31979
CLTB,-0.38,0.30867
UBE2A,-0.63,0.32987
TMEM97,-0.48,0.43406
DNAJB6,-0.16,0.42204
P4HTM,-0.28,0.6703
TSPAN6,0.18,0.47501
NENF,-0.04,0.64986
TLR4,-0.03,0.86098
CRELD2,-1.02,0.14912
KIT,1.05,0.27719
HPRT1,-0.29,0.69639
CTSL,-0.27,0.72492
SKP1,-0.44,0.54423
RRAGA,-0.75,0.3281
SMARCC1,-0.11,0.59772
UBE2J1,-0.13,0.32657
GNAS,-0.2,0.53825
NUDT9,-0.58,0.44193
GSTM2,0.13,0.84948
CTNND1,0.41,0.44754
REEP5,-0.4,0.53069
SLC35A3,0.56,0.10634
RRP8,0.13,0.47691
CTNNAL1,-0.6,0.43289
WDTC1,0.09,0.67271
C2CD2,0.12,0.87118
ABCF3,-0.34,0.65877
ATMIN,0.37,0.62904
KLHL9,0.04,0.36175
TNFRSF21,-0.79,0.27312
ZDHHC6,-0.11,0.87905
METRN,-0.26,0.50143
THAP11,0.14,0.81787
TCFL5,0.16,0.84392
PLEKHJ1,0.1,0.86402
LRRC41,-0.06,0.56368
NET1,0.11,0.88318
HLA-DMA,0.18,0.85776
BACE2,0.61,0.27655
RAI14,-0.16,0.87086
KLHDC2,-0.09,0.91294
SH3BP5,0.35,0.46563
LRP10,1.04,0.27085
TM9SF2,-0.37,0.60221
ENOSF1,-0.99,0.28494
ALAS1,0.14,0.85964
ATP6V0B,0.03,0.76374
ST6GALNAC2,1.18,0.08515
FZD7,0.53,0.14785
BAG3,0.48,0.60355
NFKBIA,-0.98,0.2309
S100A13,0.09,0.76276
NISCH,-0.55,0.48263
DUSP14,-0.26,0.65811
HS2ST1,0.12,0.5079
MPZL1,-0.03,0.48442
PRKACA,-0.07,0.64195
CDK19,-0.31,0.66334
MBOAT7,-0.02,0.82707
LGALS8,-0.37,0.49484
RALGDS,-0.03,0.52833
RASA1,-0.07,0.79756
CSNK1A1,0.06,0.5314
NOLC1,0.3,0.56697
HES1,0.57,0.35594
INTS3,-0.3,0.62828
DHDDS,-0.04,0.92159
UBQLN2,0.07,0.92601
MAPKAPK5,-0.22,0.73889
ASCC3,-0.1,0.84471
HMGCS1,0.15,0.34587
CEBPD,0.04,0.50704
RTN2,0.28,0.62869
PLEKHM1,-0.12,0.76645
B4GAT1,-0.13,0.85736
RNPS1,0.06,0.83839
PRPF4,-0.28,0.68492
LSM6,-0.14,0.85208
RFNG,0.3,0.66645
PYGL,-0.35,0.65963
FGFR2,0.53,0.26357
MMP2,-0.19,0.46934
LRPAP1,0.07,0.61493
WASF3,-0.58,0.48041
CRK,-0.38,0.45339
MSH6,-0.37,0.55791
KLHL21,-0.51,0.42716
GLRX,-0.51,0.49967
EBP,-0.19,0.67279
SYNE2,0.09,0.89766
SLC35F2,0.56,0.48062
CDKN1A,0.08,0.89313
EPHA3,-0.24,0.2927
ABL1,0.76,0.32881
TP53BP1,0.71,0.21768
TCEA2,0.31,0.52356
STX1A,-0.6,0.38319
CISD1,-0.54,0.49411
COL1A1,-0.1,0.74541
KCTD5,0.03,0.45333
PTK2,-0.46,0.53054
TERF2IP,-0.08,0.92285
DECR1,-0.62,0.41481
SNX11,-0.05,0.65208
EBNA1BP2,-1.06,0.18933
BCL7B,0.25,0.70135
FDFT1,-0.47,0.47095
DNAJB1,-0.14,0.75955
NPC1,0.21,0.55296
SNCA,-0.34,0.6363
PSME2,-0.04,0.95097
PSIP1,-0.21,0.75809
COG2,-1.04,0.16405
RALA,-0.4,0.42771
RPA2,0.1,0.85317
SCP2,-1,0.21584
NCK2,-0.1,0.88573
CDK6,-0.13,0.73561
CDC42,-0.54,0.43513
ADO,-0.89,0.2089
JUN,0.17,0.8077
TMCO1,0.26,0.56905
TSPAN4,-0.28,0.26289
HSPA1A,-0.08,0.84329
RAD51C,-0.63,0.43129
ITGAE,-0.3,0.64139
EGFR,0.37,0.3667
PRR7,-0.39,0.56325
SLC25A4,-0.06,0.58927
FKBP4,-0.27,0.68414
EIF5,-0.34,0.50151
SYPL1,0.37,0.59635
ACAT2,-0.78,0.3395
RAB4A,0.4,0.27922
RNF167,-0.21,0.77023
PSMD10,0.49,0.42562
TESK1,-0.33,0.60993
BAMBI,-0.27,0.76264
CRKL,-0.13,0.56891
UTP14A,0.32,0.67967
EAPP,-0.89,0.27752
PLSCR1,-0.09,0.71433
CIAPIN1,-1.38,0.08178
SMNDC1,0.17,0.59663
ARHGEF12,-0.25,0.46189
MPC2,-0.55,0.4738
CDC25B,-0.29,0.67282
INPP1,-0.07,0.92774
CYCS,-0.37,0.57719
CALM3,-0.24,0.70692
CAB39,-0.62,0.25554
IER3,-0.28,0.75753
HSPD1,0,0.57796
PIK3C2B,0.09,0.89421
FIS1,0.04,0.95629
DLD,0.32,0.61345
MALT1,-0.4,0.30722
TPD52L2,0.09,0.90432
ACD,-0.52,0.45761
NUCB2,-0.34,0.40822
PMAIP1,1.08,0.14294
GTF2A2,-0.53,0.50202
ITFG1,-0.08,0.4008
KTN1,-0.42,0.46801
USP7,-0.43,0.49733
SNX6,0.33,0.68981
DNTTIP2,0.05,0.94266
PSMD9,-0.29,0.55194
MYCBP,-0.64,0.27419
PIH1D1,-0.37,0.56786
LAGE3,-0.01,0.76514
CLSTN1,-0.09,0.8946
ARID5B,0.03,0.76895
PDLIM1,-1.41,0.14334
GPC1,0.29,0.44825
SCARB1,-0.08,0.69876
MVP,-0.06,0.94044
NUP93,-0.34,0.58274
GADD45B,0,0.85583
ASAH1,-0.1,0.62702
SOX2,-0.21,0.36005
PDGFA,-0.34,0.34905
ATP6V1D,0.65,0.21925
VDAC1,-0.37,0.58805
MKNK1,0.08,0.34952
LPGAT1,-0.73,0.40817
LYRM1,0.34,0.63279
NR3C1,-0.19,0.69648
COG7,-0.23,0.6778
ACLY,-0.37,0.63505
UGDH,-0.9,0.31388
PCMT1,0.04,0.2685
USP14,-0.49,0.48314
PNKP,0.01,0.98642
MLLT11,-0.34,0.63151
PSRC1,-0.01,0.99435
MAPK9,0.71,0.26915
IGF2BP2,-0.09,0.55693
NUP133,-0.1,0.80441
TXLNA,0.26,0.70547
DCUN1D4,-0.48,0.29801
ECH1,-0.35,0.61173
NRAS,-0.31,0.5417
TBC1D31,0.27,0.67474
NPRL2,-0.48,0.50209
ITGB5,1.06,0.07987
STXBP1,-0.32,0.63507
VAT1,-0.01,0.99346
DNAJB2,0.41,0.54707
KDM5B,-0.16,0.6035
ELOVL6,-0.49,0.31631
GATA2,0.29,0.42824
DFFB,-0.15,0.8203
POLR2K,0.07,0.66065
PSMD2,-0.32,0.67931
GRN,-1.24,0.15298
TRAM2,-0.36,0.40579
TMEM50A,-0.32,0.70714
GLOD4,-0.16,0.80881
SCCPDH,0.55,0.4335
CCNE2,0.43,0.1724
YME1L1,-0.34,0.53112
HSD17B11,-0.72,0.50081
TES,0.47,0.50232
GNA11,0.37,0.45337
DUSP3,-0.16,0.08163
STX4,0.1,0.45416
UBE2L6,0.2,0.78816
MAP7,-0.34,0.62754
TRIM2,0.08,0.44956
AKAP8,-0.21,0.59716
BLVRA,0.14,0.27332
XPNPEP1,0.02,0.3725
RAB21,0.44,0.41055
HTATSF1,-0.68,0.31122
PLA2G4A,-0.36,0.65371
MBNL1,-0.02,0.49881
NOSIP,-0.16,0.82656
ATP2C1,-0.28,0.71908
PHKA1,0.9,0.2878
GRB10,-0.16,0.81662
RBKS,-0.41,0.42806
PHKB,0.18,0.48698
ANO10,-0.11,0.81217
CHIC2,-0.28,0.71497
PHGDH,0.79,0.30989
TCEAL4,-0.55,0.4744
POP4,-0.09,0.57746
TIMP2,-0.58,0.43373
