HGNC_Symbol,LFC,p
CFLAR,0.18,0.42033
CAT,0.56,0.28032
DCTD,-0.04,0.74927
CYB561,-0.13,0.4946
PRKX,0.07,0.81827
RGS2,0.11,0.56562
CLTB,-0.39,0.33656
UBE2A,-0.18,0.16491
TMEM97,-0.14,0.39696
DNAJB6,-0.23,0.2852
P4HTM,-0.25,0.07121
TSPAN6,0.17,0.37449
NENF,0.43,0.37761
TLR4,-0.57,0.38232
CRELD2,0,0.97143
KIT,0.42,0.31553
HPRT1,-0.19,0.47592
CTSL,-0.01,0.92125
SKP1,-0.14,0.30152
RRAGA,-0.22,0.24012
SMARCC1,0.2,0.2042
UBE2J1,0.07,0.39999
GNAS,0.05,0.52659
NUDT9,-0.13,0.38457
GSTM2,0.22,0.43641
CTNND1,0.04,0.27239
REEP5,-0.2,0.3713
SLC35A3,-0.04,0.55231
RRP8,-0.03,0.51803
CTNNAL1,0,0.99117
WDTC1,0.65,0.34999
C2CD2,0.09,0.60384
ABCF3,-0.52,0.0258
ATMIN,0.01,0.66472
KLHL9,-0.05,0.54708
TNFRSF21,-0.12,0.65186
ZDHHC6,-0.16,0.08083
METRN,0.06,0.58976
THAP11,-0.02,0.88867
TCFL5,0.21,0.14254
PLEKHJ1,-0.08,0.40555
LRRC41,0.11,0.41946
NET1,-0.31,0.18329
HLA-DMA,0.29,0.4444
BACE2,0.12,0.41824
RAI14,0.1,0.81177
KLHDC2,-0.11,0.50712
SH3BP5,0.11,0.5837
LRP10,0.32,0.17187
TM9SF2,-0.16,0.26533
ENOSF1,0.19,0.61405
ALAS1,-0.17,0.40852
ATP6V0B,-0.25,0.42178
ST6GALNAC2,-0.73,0.62197
FZD7,0.14,0.6507
BAG3,0.76,0.05231
NFKBIA,0.67,0.11183
S100A13,0.21,0.40904
NISCH,-0.07,0.41141
DUSP14,-0.08,0.57432
HS2ST1,-0.09,0.49039
MPZL1,0.14,0.65568
PRKACA,-0.4,0.26991
CDK19,0.18,0.32243
MBOAT7,-0.38,0.14041
LGALS8,-0.05,0.48167
RALGDS,0.19,0.30914
RASA1,-0.09,0.61405
CSNK1A1,0.01,0.29329
NOLC1,-0.12,0.44439
HES1,-0.05,0.7268
INTS3,0.01,0.95492
DHDDS,0.12,0.30967
UBQLN2,-0.06,0.7225
MAPKAPK5,-0.32,0.29194
ASCC3,0.48,0.43832
HMGCS1,-0.25,0.31674
CEBPD,0.35,0.39883
RTN2,0.08,0.69195
PLEKHM1,0,0.49798
B4GAT1,-0.05,0.75443
RNPS1,-0.04,0.72362
PRPF4,-0.25,0.25699
LSM6,0.05,0.61959
RFNG,-0.08,0.62937
PYGL,0.43,0.06879
FGFR2,0.08,0.48871
MMP2,0.18,0.65379
LRPAP1,-0.18,0.58709
WASF3,0.08,0.50012
CRK,0.13,0.5661
MSH6,0.3,0.42555
KLHL21,0.08,0.69623
GLRX,-0.07,0.72692
EBP,-0.95,0.0885
SYNE2,0.2,0.34922
SLC35F2,0.08,0.65318
CDKN1A,0.11,0.80155
EPHA3,0.2,0.3665
ABL1,-0.01,0.938
TP53BP1,-0.03,0.59624
TCEA2,0.06,0.67717
STX1A,-0.27,0.25971
CISD1,-0.18,0.41551
COL1A1,-0.2,0.39895
KCTD5,-0.02,0.43106
PTK2,-0.08,0.61693
TERF2IP,-0.12,0.326
DECR1,0.01,0.94334
SNX11,-0.36,0.3596
EBNA1BP2,-0.12,0.52074
BCL7B,-0.18,0.11394
FDFT1,0.03,0.39878
DNAJB1,0.36,0.13866
NPC1,0.11,0.42507
SNCA,-0.04,0.82641
PSME2,-0.02,0.8996
PSIP1,0.2,0.229
COG2,-0.37,0.43521
RALA,-0.05,0.62192
RPA2,-0.1,0.44769
SCP2,0.04,0.74318
NCK2,-0.04,0.78437
CDK6,-0.22,0.30745
CDC42,-0.15,0.49370000000000003
ADO,-0.13,0.33671
JUN,0.01,0.58983
TMCO1,0.02,0.84333
TSPAN4,0.06,0.73611
HSPA1A,0.76,0.04885
RAD51C,-0.14,0.31765
