HGNC_Symbol,LFC,p
CFLAR,0.16,0.27246
CAT,0.06,0.69853
DCTD,0.12,0.40027
CYB561,0.11,0.29952
PRKX,NA,NA
RGS2,-0.22,0.1453
CLTB,0.02,0.87059
UBE2A,NA,NA
TMEM97,-0.2,0.1797
DNAJB6,0.22,0.27246
P4HTM,-0.07,0.57213
TSPAN6,NA,NA
NENF,0.26,0.16219
TLR4,-0.15,0.23431
CRELD2,-0.08,0.44213
KIT,0.12,0.41906
HPRT1,NA,NA
CTSL,0.14,0.5838
SKP1,0.24,0.46514
RRAGA,0.02,0.9054
SMARCC1,0,0.99122
UBE2J1,0.01,0.91706
GNAS,0.05,0.79583
NUDT9,-0.07,0.60674
GSTM2,-0.18,0.16489
CTNND1,-0.01,0.94469
REEP5,-0.01,0.96388
SLC35A3,0.14,0.27552
RRP8,0.21,0.12277
CTNNAL1,0.09,0.28594
WDTC1,-0.07,0.60453
C2CD2,-0.03,0.79453
ABCF3,0.18,0.13099
ATMIN,0.11,0.44913
KLHL9,0.06,0.59093
TNFRSF21,-0.32,0.00751
ZDHHC6,-0.11,0.43689
METRN,0.19,0.15508
THAP11,0.05,0.70582
TCFL5,-0.13,0.24941
PLEKHJ1,NA,NA
LRRC41,-0.01,0.92214
NET1,-0.06,0.64567
HLA-DMA,0.26,0.13989
BACE2,0.19,0.23212
RAI14,0.17,0.19359
KLHDC2,0.02,0.89908
SH3BP5,-0.08,0.49321
LRP10,0,0.98259
TM9SF2,-0.18,0.33646
ENOSF1,0.21,0.03109
ALAS1,0.2,0.07395
ATP6V0B,-0.55,0.07071
ST6GALNAC2,NA,NA
FZD7,0.06,0.55583
BAG3,0.08,0.61796
NFKBIA,-0.28,0.03957
S100A13,NA,NA
NISCH,-0.02,0.83573
DUSP14,0.11,0.41526
HS2ST1,0.29,0.0337
MPZL1,0,0.97353
PRKACA,-0.06,0.68336
CDK19,-0.07,0.63904
MBOAT7,NA,NA
LGALS8,0.02,0.83217
RALGDS,NA,NA
RASA1,0.13,0.57095
CSNK1A1,NA,NA
NOLC1,0,0.98559
HES1,-0.03,0.84644
INTS3,-0.05,0.63565
DHDDS,-0.02,0.84794
UBQLN2,NA,NA
MAPKAPK5,-0.06,0.60876
ASCC3,-0.04,0.68244
HMGCS1,0.44,0.05324
CEBPD,0.28,0.1209
RTN2,0,0.97813
PLEKHM1,-0.22,0.07217
B4GAT1,0.12,0.56456
RNPS1,0.36,0.05719
PRPF4,-0.27,0.05137
LSM6,-0.24,0.38634
RFNG,0.13,0.38151
PYGL,0,0.98599
FGFR2,-0.14,0.31664
MMP2,-0.1,0.43959
LRPAP1,0.03,0.83398
WASF3,0.13,0.4015
CRK,0.15,0.33719
MSH6,0.16,0.2965
KLHL21,0.1,0.38115
GLRX,0.14,0.3625
EBP,NA,NA
SYNE2,0.04,0.63742
SLC35F2,-0.18,0.13675
CDKN1A,0,0.98043
EPHA3,-0.06,0.59109
ABL1,-0.02,0.83908
TP53BP1,-0.06,0.63001
TCEA2,0.02,0.87161
STX1A,0.06,0.74066
CISD1,0.35,0.17285
COL1A1,0.06,0.54725
KCTD5,0.05,0.71997
PTK2,0.12,0.47531
TERF2IP,-0.08,0.74533
DECR1,0.23,0.18453
SNX11,0.05,0.65256
EBNA1BP2,0.15,0.32275
BCL7B,0.17,0.29365
FDFT1,-0.01,0.9565
DNAJB1,-0.15,0.51059
NPC1,-0.13,0.33916
SNCA,0.11,0.64425
PSME2,0.23,0.05322
PSIP1,0.27,0.43847
COG2,-0.14,0.29952
RALA,0.27,0.07292
RPA2,0.15,0.44125
SCP2,-0.07,0.5549
NCK2,-0.25,0.03327
CDK6,0.14,0.20714
CDC42,-0.24,0.18223
ADO,-0.05,0.609
JUN,0.18,0.12514
TMCO1,-0.22,0.26039
TSPAN4,0.01,0.90968
HSPA1A,0.48,0.59775
RAD51C,0.08,0.52482
ITGAE,0.06,0.63899
EGFR,-0.06,0.60568
PRR7,0.01,0.92409
SLC25A4,0.21,0.31621
FKBP4,0.15,0.45689
EIF5,-0.18,0.42738
SYPL1,-0.01,0.90941
ACAT2,0.33,0.10780000000000001
RAB4A,-0.09,0.45051
RNF167,0.05,0.61017
PSMD10,NA,NA
TESK1,-0.02,0.90999
BAMBI,-0.19,0.09006
CRKL,0.21,0.11453
UTP14A,NA,NA
EAPP,0.09,0.53273
PLSCR1,-0.1,0.39468
CIAPIN1,0.06,0.73031
SMNDC1,0.57,0.03052
ARHGEF12,-0.05,0.75592
MPC2,0.06,0.6231
CDC25B,0.15,0.31745
INPP1,0.06,0.68959
CYCS,-0.15,0.66483
CALM3,0.3,0.49387
CAB39,0.23,0.17426
IER3,0.13,0.39874
HSPD1,-0.1,0.75058
PIK3C2B,0.06,0.60561
FIS1,0.18,0.22682
DLD,-0.05,0.75276
MALT1,0.21,0.08491
TPD52L2,-0.12,0.29689
ACD,0,0.97228
NUCB2,0.22,0.15652
PMAIP1,0,0.99942
GTF2A2,-0.19,0.2094
ITFG1,0.18,0.23487
KTN1,0.16,0.48505
USP7,0.39,0.09024
SNX6,0.02,0.92578
DNTTIP2,0.06,0.80567
PSMD9,0.14,0.14886
MYCBP,NA,NA
PIH1D1,0.01,0.93857
LAGE3,NA,NA
CLSTN1,0.21,0.29882
ARID5B,-0.02,0.90476
PDLIM1,-0.11,0.41385
GPC1,0.12,0.28769
SCARB1,-0.16,0.07416
MVP,-0.11,0.30478
NUP93,0.14,0.2917
GADD45B,-0.02,0.88567
ASAH1,0.01,0.96641
SOX2,0.07,0.61053
PDGFA,0.06,0.5713
ATP6V1D,0.03,0.92284
VDAC1,0.11,0.67001
MKNK1,0.02,0.87252
LPGAT1,0.07,0.56073
LYRM1,-0.31,0.09071
NR3C1,0.04,0.77372
COG7,0.07,0.48719
ACLY,-0.04,0.76294
UGDH,-0.12,0.35435
PCMT1,-0.03,0.86457
USP14,0.09,0.42156
PNKP,-0.01,0.93355
MLLT11,0.13,0.47874
PSRC1,0.02,0.84691
MAPK9,0.2,0.49286
IGF2BP2,0.15,0.31296
NUP133,0.04,0.6621
TXLNA,-0.33,0.00447
DCUN1D4,0.31,0.19414
ECH1,NA,NA
NRAS,-0.02,0.80598
TBC1D31,-0.03,0.77024
NPRL2,-0.03,0.80443
ITGB5,0.04,0.73227
STXBP1,0.2,0.61223
VAT1,-0.08,0.45534
DNAJB2,0.15,0.14334
KDM5B,-0.25,0.01916
ELOVL6,0.13,0.30662
GATA2,-0.08,0.54988
DFFB,-0.02,0.84356
POLR2K,0.3,0.17691
PSMD2,0.11,0.44627
GRN,-0.09,0.4908
TRAM2,0.06,0.64228
TMEM50A,-0.19,0.39124
GLOD4,-0.03,0.8137
SCCPDH,0.03,0.81283
CCNE2,-0.05,0.68185
YME1L1,-0.24,0.09302
HSD17B11,0.21,0.23073
TES,0.18,0.31585
GNA11,0.06,0.63983
DUSP3,-0.02,0.84392
STX4,0.07,0.54705
UBE2L6,0.07,0.6421
MAP7,-0.07,0.57576
TRIM2,0.18,0.21292
AKAP8,0.15,0.30411
BLVRA,0.11,0.45926
XPNPEP1,-0.12,0.28719
RAB21,0.18,0.25491
HTATSF1,NA,NA
PLA2G4A,0.08,0.3414
MBNL1,0.06,0.66289
NOSIP,0.05,0.76653
ATP2C1,0.06,0.69063
PHKA1,NA,NA
GRB10,-0.23,0.09297
RBKS,0.01,0.90053
PHKB,0.04,0.74903
ANO10,-0.1,0.51022
CHIC2,0.29,0.0227
PHGDH,0.04,0.71627
TCEAL4,NA,NA
POP4,0.16,0.24338
TIMP2,0.08,0.67399
ARHGEF2,-0.04,0.73562
CRYZ,0.04,0.79952
EVL,0.04,0.7179
CIRBP,0.26,0.39882
MTFR1,0.08,0.43722
RPL39L,-0.03,0.79966
