HGNC_Symbol,LFC,p
CFLAR,0.23,0.03256
CAT,0.22,0.26873
DCTD,0.41,0.24571
CYB561,-0.1,0.7278
PRKX,0.16,0.14968
RGS2,0.01,0.91764
CLTB,-0.04,0.81023
UBE2A,-0.06,0.78347
TMEM97,0.09,0.66967
DNAJB6,-0.29,0.00254
P4HTM,-0.37,0.0273
TSPAN6,0.55,0.11328
NENF,-0.2,0.1872
TLR4,0.11,0.37341
CRELD2,-0.12,0.6175
KIT,-0.4,0.05904
HPRT1,-0.06,0.47888
CTSL,-0.43,0.05178
SKP1,-0.2,0.00776
RRAGA,-0.05,0.59998
SMARCC1,0.26,0.24849
UBE2J1,0.19,0.27383
GNAS,0.07,0.19259
NUDT9,-0.26,0.23227
GSTM2,0.05,0.23084
CTNND1,0.01,0.94096
REEP5,-0.03,0.5274
SLC35A3,0.15,0.3851
RRP8,-0.03,0.89488
CTNNAL1,0.14,0.20681
WDTC1,-0.16,0.47921
C2CD2,0.35,0.12683
ABCF3,0.16,0.60924
ATMIN,-0.07,0.55414
KLHL9,-0.3,0.18543
TNFRSF21,0.39,0.00286
ZDHHC6,0.05,0.80158
METRN,-0.06,0.47345
THAP11,0,0.97793
TCFL5,-0.1,0.75479
PLEKHJ1,-0.23,0.0872
LRRC41,-0.11,0.5244
NET1,-0.21,0.47491
HLA-DMA,0.08,0.36914
BACE2,-0.05,0.758
RAI14,-0.04,0.60754
KLHDC2,-0.45,0.0037200000000000002
SH3BP5,-0.18,0.34792
LRP10,0.16,0.11681
TM9SF2,-0.27,0.05851
ENOSF1,0.03,0.68161
ALAS1,-0.28,0.37745
ATP6V0B,0.11,0.20821
ST6GALNAC2,-0.01,0.90114
FZD7,0.19,0.27954
BAG3,0.43,0.06018
NFKBIA,0.43,0.15834
S100A13,-0.15,0.54703
NISCH,-0.03,0.90036
DUSP14,-0.22,0.41958
HS2ST1,0.02,0.91762
MPZL1,-0.25,0.34403
PRKACA,0.46,0.00478
CDK19,-0.03,0.91294
MBOAT7,0.14,0.47474
LGALS8,-0.16,0.53917
RALGDS,0.11,0.75687
RASA1,0.17,0.16656
CSNK1A1,-0.11,0.13039
NOLC1,-0.17,0.2372
HES1,0.18,0.01211
INTS3,0.06,0.85461
DHDDS,0.06,0.65019
UBQLN2,0.02,0.8207
MAPKAPK5,-0.13,0.61154
ASCC3,-0.08,0.76408
HMGCS1,-0.06,0.45596
CEBPD,0.14,0.61514
RTN2,-0.18,0.39759
PLEKHM1,0.21,0.57628
B4GAT1,0.02,0.77066
RNPS1,0.25,0.08918
PRPF4,-0.56,0.0147
LSM6,-0.23,0.24844
RFNG,0.06,0.34951
PYGL,-0.04,0.82329
FGFR2,0.13,0.62336
MMP2,0.15,0.06247
LRPAP1,-0.34,0.03895
WASF3,0.11,0.43385
CRK,-0.16,0.60932
MSH6,-0.45,0.05356
KLHL21,0.04,0.81809
GLRX,-0.24,0.08332
EBP,0,0.98104
SYNE2,-0.33,0.29535
SLC35F2,0.3,0.31808
CDKN1A,0.47,0.15166
EPHA3,0,0.99025
ABL1,-0.48,0.06329
TP53BP1,-0.05,0.74489
TCEA2,-0.06,0.69662
STX1A,-0.14,0.39362
CISD1,-0.29,0.01019
COL1A1,0.07,0.33412
KCTD5,-0.01,0.93704
PTK2,0.1,0.55173
TERF2IP,0.1,0.1462
DECR1,0.21,0.36718
SNX11,-0.26,0.26683
EBNA1BP2,-0.06,0.73996
BCL7B,0.02,0.93537
FDFT1,0.02,0.90188
DNAJB1,0.25,0.11862
NPC1,-0.26,0.33899
SNCA,-0.04,0.62814
PSME2,0.63,0.05492
PSIP1,-0.22,0.02384
COG2,0.17,0.46145
RALA,0.06,0.42937
RPA2,-0.4,0.0424
SCP2,-0.38,0.02068
NCK2,0,0.97972
CDK6,0.47,0.31664
CDC42,-0.21,0.03651
ADO,0.04,0.80841
JUN,0.46,0.00862
TMCO1,-0.23,0.09532
TSPAN4,-0.04,0.50628
HSPA1A,0.56,0.00101
RAD51C,-0.43,0.07355
ITGAE,-0.66,0.02065
EGFR,0.09,0.63291
PRR7,0.19,0.03334
SLC25A4,-0.14,0.04236
FKBP4,-0.23,0.05516
EIF5,-0.12,0.07285
SYPL1,-0.06,0.85669
ACAT2,-0.33,5.7e-4
RAB4A,-0.01,0.90748
RNF167,-0.13,0.57437
PSMD10,0.04,0.83067
TESK1,0.11,0.5943
BAMBI,-0.1,0.37637
CRKL,0.14,0.35629
UTP14A,-0.39,0.14224
EAPP,-0.31,0.25215
PLSCR1,-0.52,0.08781
CIAPIN1,-0.04,0.89037
SMNDC1,-0.18,0.26354
ARHGEF12,0.05,0.68321
MPC2,-0.13,0.2848
CDC25B,-0.33,0.08694
INPP1,-0.64,0.00497
CYCS,-0.17,0.06838
CALM3,0.07,0.2201
CAB39,-0.1,0.06478
IER3,0.13,0.0975
