HGNC_Symbol,LFC,p
CFLAR,-1.09,0.00244
CAT,1.58,5.8e-4
DCTD,-0.13,0.13775
CYB561,-0.08,0.62116
PRKX,0.18,0.24274
RGS2,-0.02,0.93053
CLTB,-0.21,0.05235
UBE2A,-0.02,0.6943
TMEM97,0.2,0.15686
DNAJB6,0.01,0.87157
P4HTM,-0.11,0.19693
TSPAN6,0.06,0.49823
NENF,-0.09,0.41168
TLR4,-0.2,0.50951
CRELD2,-0.11,0.32787
KIT,0.37,0.45311
HPRT1,-0.23,0.17789
CTSL,0.02,0.82132
SKP1,-0.02,0.6865
RRAGA,-0.04,0.5495
SMARCC1,0.09,0.20137
UBE2J1,-0.04,0.64163
GNAS,0.05,0.63883
NUDT9,0.04,0.47038
GSTM2,-0.15,0.23614
CTNND1,-0.03,0.71263
REEP5,-0.08,0.38158
SLC35A3,-0.04,0.57912
RRP8,0.04,0.62036
CTNNAL1,0.11,0.33299
WDTC1,-0.04,0.54159
C2CD2,-0.17,0.34035
ABCF3,-0.11,0.11965
ATMIN,-0.03,0.69127
KLHL9,-0.05,0.45756
TNFRSF21,0.23,0.45071
ZDHHC6,-0.06,0.36792
METRN,-0.28,0.08542
THAP11,0.04,0.61953
TCFL5,0.05,0.6055
PLEKHJ1,-0.03,0.6509
LRRC41,-0.04,0.31794
NET1,-0.05,0.8616
HLA-DMA,-0.49,0.20147
BACE2,0.88,0.09245
RAI14,0.17,0.28231
KLHDC2,-0.06,0.39012
SH3BP5,-0.35,0.08083
LRP10,-0.14,0.20205
TM9SF2,-0.08,0.26358
ENOSF1,0.02,0.93309
ALAS1,-0.07,0.39158
ATP6V0B,-0.07,0.49263
ST6GALNAC2,0.5,0.13537
FZD7,0.14,0.66794
BAG3,-0.05,0.79517
NFKBIA,0.05,0.65901
S100A13,-0.14,0.43455
NISCH,-0.05,0.38191
DUSP14,0.06,0.60521
HS2ST1,-0.11,0.30251
MPZL1,0.03,0.69304
PRKACA,-0.19,0.02186
CDK19,0.09,0.29722
MBOAT7,-0.12,0.1631
LGALS8,-0.19,0.18087
RALGDS,-0.12,0.06904
RASA1,0.03,0.60214
CSNK1A1,-0.06,0.22698
NOLC1,0,0.99566
HES1,0.43,0.05783
INTS3,-0.09,0.21536
DHDDS,-0.03,0.71355
UBQLN2,-0.05,0.4023
MAPKAPK5,0.01,0.92629
ASCC3,0.01,0.88914
HMGCS1,0.01,0.97234
CEBPD,-0.49,0.14824
RTN2,-0.1,0.51352
PLEKHM1,-0.03,0.77118
B4GAT1,-0.04,0.70855
RNPS1,-0.02,0.73676
PRPF4,0.05,0.63812
LSM6,-0.12,0.23041
RFNG,-0.06,0.47007
PYGL,-0.17,0.45228
FGFR2,0.37,0.3372
MMP2,0.46,0.16907
LRPAP1,0.04,0.57108
WASF3,-0.14,0.27736
CRK,-0.03,0.63452
MSH6,0.08,0.26018
KLHL21,0.11,0.45741
GLRX,0.13,0.41166
EBP,-0.1,0.32589
SYNE2,0.2,0.37303
SLC35F2,-0.8,0.05776
CDKN1A,-0.04,0.90292
EPHA3,0.2,0.68601
ABL1,0.02,0.78057
TP53BP1,0,0.95294
TCEA2,0.01,0.9008
STX1A,-0.09,0.59023
CISD1,-0.12,0.26595
COL1A1,0.45,0.55359
KCTD5,-0.11,0.30849
PTK2,-0.02,0.68206
TERF2IP,-0.19,0.09763
DECR1,-0.06,0.63944
SNX11,0.03,0.69342
EBNA1BP2,-0.02,0.90409
BCL7B,0.1,0.27021
FDFT1,0.12,0.5786
DNAJB1,0.07,0.75919
NPC1,-0.05,0.60515
SNCA,-0.21,0.35236
PSME2,-0.09,0.40433
PSIP1,0.07,0.34577
COG2,0.02,0.77113
RALA,-0.08,0.24242
RPA2,0.07,0.6103
SCP2,-0.11,0.19346
NCK2,0.06,0.59375
CDK6,0.06,0.69982
CDC42,-0.1,0.08895
ADO,0.01,0.85026
JUN,0.02,0.88232
TMCO1,-0.01,0.87228000000000006
TSPAN4,-0.03,0.76262
HSPA1A,-0.03,0.9654
RAD51C,-0.04,0.7638
ITGAE,-0.01,0.87407
EGFR,-0.5,0.27694
PRR7,-0.03,0.78598
SLC25A4,-0.02,0.86511
FKBP4,0.03,0.8212
EIF5,0.02,0.84259
SYPL1,0.05,0.63101
ACAT2,0.03,0.86696
RAB4A,0.05,0.38209
RNF167,-0.06,0.4314
PSMD10,0,0.96223
TESK1,-0.13,0.12472
BAMBI,0.37,0.36835
CRKL,0.05,0.45195
UTP14A,0.03,0.82126999999999994
EAPP,0,0.99425
PLSCR1,-0.03,0.86538
CIAPIN1,0.03,0.66037
SMNDC1,0.02,0.83176
ARHGEF12,-0.02,0.76845
MPC2,-0.15,0.10064
CDC25B,0.11,0.38939
INPP1,-0.32,0.13377
CYCS,-0.06,0.56082
CALM3,-0.09,0.35678
CAB39,0.02,0.7898
IER3,-0.17,0.5088
HSPD1,-0.05,0.72248
PIK3C2B,0.05,0.67153
FIS1,-0.1,0.18398
DLD,-0.04,0.54238
MALT1,-0.1,0.46044
TPD52L2,-0.03,0.63109
ACD,-0.06,0.41425
NUCB2,0.06,0.39732
PMAIP1,0.24,0.5126
GTF2A2,0.03,0.71234
ITFG1,-0.15,0.03949
KTN1,-0.09,0.22569
USP7,0.01,0.78274
SNX6,-0.06,0.42139
DNTTIP2,0.07,0.48515
PSMD9,-0.14,0.14256
MYCBP,-0.04,0.52932
PIH1D1,0.01,0.93644
LAGE3,-0.13,0.30214
CLSTN1,-0.05,0.53271
ARID5B,0.17,0.3595
PDLIM1,0.47,0.23523
GPC1,-0.15,0.37636
SCARB1,-0.12,0.29927
MVP,0,0.99064
NUP93,-0.02,0.82691
GADD45B,0.17,0.59048
ASAH1,-0.05,0.72653
SOX2,0.15,0.3112
PDGFA,-0.35,0.31266
ATP6V1D,-0.05,0.52276
VDAC1,-0.06,0.47642
MKNK1,-0.07,0.48105
LPGAT1,0.02,0.78894
LYRM1,0.02,0.79244
NR3C1,-0.24,0.33039
COG7,0.03,0.67319
ACLY,0.01,0.93396
UGDH,0.04,0.70814
PCMT1,-0.02,0.77943
USP14,-0.04,0.41811
PNKP,0,0.95333
MLLT11,-0.19,0.13046
PSRC1,-0.08,0.73892
MAPK9,-0.09,0.19588
IGF2BP2,0.05,0.74349
NUP133,0.03,0.6327
TXLNA,0.03,0.69898
DCUN1D4,0.05,0.50395
ECH1,-0.14,0.08109
NRAS,-0.05,0.44939
TBC1D31,0.09,0.42814
NPRL2,-0.07,0.57357
ITGB5,0.15,0.55757
STXBP1,-0.14,0.32831
VAT1,-0.17,0.15251
DNAJB2,-0.08,0.46286
KDM5B,-0.05,0.42161
ELOVL6,-0.08,0.51095
GATA2,-0.1,0.8706
DFFB,0.08,0.32914
POLR2K,0.01,0.87558
PSMD2,-0.06,0.47559
GRN,-0.14,0.19846
TRAM2,-0.1,0.41512
TMEM50A,-0.1,0.17675
GLOD4,0.05,0.42282
SCCPDH,0.02,0.83708
CCNE2,0.12,0.48474
YME1L1,-0.03,0.56115
HSD17B11,-0.01,0.90485
TES,-0.28,0.38068
GNA11,-0.03,0.80957
DUSP3,0.04,0.71287
STX4,-0.1,0.21792
UBE2L6,-0.04,0.68296
MAP7,0.5,0.33833
TRIM2,-0.09,0.30031
AKAP8,0.02,0.64125
BLVRA,0.43,0.02109
XPNPEP1,-0.08,0.17283
RAB21,-0.03,0.70671
HTATSF1,0.02,0.8234
PLA2G4A,0.69,0.0641
MBNL1,-0.19,0.09565
NOSIP,-0.02,0.83098
ATP2C1,-0.07,0.21482
PHKA1,0.25,0.11852
GRB10,-0.08,0.67031
RBKS,-0.09,0.56518
PHKB,0,0.96136
ANO10,-0.09,0.3936
CHIC2,0.02,0.88889
PHGDH,0.19,0.26104
TCEAL4,-0.01,0.8813
POP4,-0.03,0.72708
TIMP2,-0.15,0.28261
ARHGEF2,-0.09,0.51704
CRYZ,0.78,0.21654
EVL,-0.01,0.9209
CIRBP,-0.05,0.49569
MTFR1,0.13,0.20731
RPL39L,0.29,0.3363
MAP3K4,0.1,0.18656
CREG1,0.05,0.83043
PAF1,0.01,0.93546
CSNK2A2,-0.03,0.5876
JADE2,-0.47,0.05648
HMGCR,0,0.99617
ZMYM2,0.03,0.64071
RPN1,-0.01,0.93561
CANT1,-0.08,0.4018
TRAPPC3,-0.02,0.83088
TOMM34,-0.14,0.20312
KAT6B,-0.22,0.23848
ITGB1BP1,-0.05,0.58156
SLC27A3,-0.14,0.35574
MFSD10,-0.16,0.04987
HSPB1,-0.07,0.75788
SLC25A46,-0.03,0.60844
NRIP1,0.13,0.42744
CRTAP,-0.02,0.90478
NNT,-0.03,0.63008
MAPKAPK3,0.06,0.71004
TIMM22,-0.07,0.51164
IPO13,-0.1,0.24423
GNB5,0.01,0.93918
CD320,-0.02,0.82755
MTHFD2,0.03,0.90776
FAT1,-0.12,0.30491
AGL,-0.05,0.59921
EDEM1,-0.03,0.68797
MAT2A,0.02,0.86222
COG4,-0.06,0.4099
MEF2C,-0.16,0.59546
SIRT3,0.03,0.65891
CYTH1,-0.09,0.12419
MCOLN1,-0.22,0.10145
FOXO4,-0.01,0.94327
GTF2E2,-0.04,0.61044
JMJD6,-0.01,0.92854
EED,0.07,0.29121
ST3GAL5,-0.08,0.67887
BLCAP,-0.22,0.13628
PWP1,-0.05,0.57557
NGRN,-0.05,0.61526
STUB1,-0.04,0.64815
ABHD6,-0.02,0.89895
FKBP14,0.04,0.65955
SLC25A13,-0.03,0.89023
TATDN2,0.01,0.90473
PLA2G15,-0.05,0.62584
PIP4K2B,-0.08,0.26909
DHX29,0.04,0.54721
CSK,-0.06,0.30755
PTPN12,0.04,0.58414
WFS1,-0.03,0.77454
RB1,0.01,0.87147
PCK2,-0.24,0.43921
COPS7A,-0.16,0.17418
RAP1GAP,0.12,0.70807
ST7,0.05,0.66295
VPS28,-0.12,0.09126
ETV1,-0.01,0.98185
RNH1,0.13,0.19138
XPO7,-0.03,0.70078
NFATC4,0.08,0.62975
PNP,0.07,0.72636
RAB11FIP2,-0.07,0.54568
ILK,-0.05,0.61571
NCOA3,-0.14,0.06971
ATF1,0.09,0.31393
GNAI1,-0.04,0.71205
SNX13,0.06,0.30925
TICAM1,-0.54,0.07205
SPEN,0.07,0.30628
PSMG1,0.01,0.90401
TSC22D3,0.05,0.81695
SDHB,-0.11,0.18756
TXNL4B,0.05,0.65879
NIPSNAP1,-0.08,0.35488
ADAT1,-0.05,0.51021
RPIA,0.07,0.57863
PCCB,-0.01,0.89744
SORBS3,0.07,0.42249
CHEK1,0.13,0.42609
CCDC86,0.11,0.44408
SQSTM1,-0.04,0.78186
BDH1,-0.06,0.74128
ATG3,-0.09,0.27499
HTRA1,0.21,0.53206
FAH,-0.31,0.08215
ABCB6,-0.16,0.29265
LSM5,0.03,0.67374
NIT1,-0.01,0.83706
GAA,0.07,0.55967
STAT5B,0.05,0.60242
EIF4G1,-0.03,0.77863
SKIV2L,-0.04,0.63234
NCAPD2,0.08,0.58488
BECN1,-0.04,0.5038
ARHGAP1,-0.07,0.55314
FSD1,-0.04,0.60452
HSPA4,0.01,0.93331
CEP57,-0.01,0.94499
PAFAH1B3,-0.09,0.34643
GNPDA1,0.19,0.34926
PARP1,0.05,0.68449
GABPB1,0.04,0.56235
SNAP25,0.34,0.26356
FOXJ3,0,0.94164
VGLL4,0.02,0.78484
SLC11A2,0,0.97071
RBM15B,0.01,0.93527
ELAVL1,-0.02,0.70381
STK10,-0.37,0.02497
PTK2B,-0.13,0.18826
NCK1,-0.02,0.83832
MAPK13,0.06,0.84487
PPARD,-0.07,0.54125
GPATCH8,0.02,0.68657
MAST2,-0.08,0.47616000000000003
ZNF589,0.15,0.12418
TGFB3,0.26,0.21135
CCNB1,0.09,0.62725
ATP11B,0.02,0.75887
ATF5,0.09,0.63282
CGRRF1,-0.06,0.49865
DDIT4,-0.02,0.92021
TNIP1,-0.03,0.79051
PSMB10,-0.05,0.63536
PRAF2,-0.1,0.225
SESN1,0.01,0.93031
WIPF2,-0.08,0.47676
HACD3,-0.01,0.86561
TPM1,-0.07,0.76855
MAPKAPK2,0.07,0.41291
TOPBP1,-0.03,0.73121
SPP1,-0.12,0.84562
MTF2,0.01,0.94519
SMAD3,0.21,0.07392
SPAG7,-0.09,0.2635
SPTLC2,-0.02,0.82394
CASP7,-0.01,0.95011
NUP85,0.02,0.84867
TMEM109,0.22,0.20098
RAE1,0.04,0.62762
