HGNC_Symbol,LFC,p
CFLAR,-0.12,0.64236
CAT,-0.99,0.04775
DCTD,0,0.69298
CYB561,-0.1,0.55604
PRKX,-0.25,0.63242
RGS2,-0.05,0.94718
CLTB,0.69,0.25273
UBE2A,-0.22,0.70668
TMEM97,-0.05,0.63306
DNAJB6,-0.04,0.31572
P4HTM,0.2,0.79717
TSPAN6,-0.17,0.23793
NENF,-0.24,0.65587
TLR4,-0.61,0.14347
CRELD2,0.16,0.80051
KIT,-0.42,0.61218
HPRT1,-0.59,0.49171
CTSL,0.6,0.4247
SKP1,-0.3,0.66041
RRAGA,0.23,0.7534
SMARCC1,0.04,0.5327
UBE2J1,-0.31,0.34383
GNAS,-0.22,0.33076
NUDT9,-0.65,0.31217
GSTM2,0.33,0.53714
CTNND1,-0.06,0.61799
REEP5,-0.17,0.6118
SLC35A3,-0.17,0.73421
RRP8,-0.85,0.0977
CTNNAL1,-0.07,0.91525
WDTC1,0.1,0.64581
C2CD2,0.39,0.52805
ABCF3,0.32,0.59025
ATMIN,-0.46,0.47332
KLHL9,-0.34,0.37761
TNFRSF21,0.29,0.48753
ZDHHC6,0.11,0.86759
METRN,0.26,0.44764
THAP11,0.12,0.70596
TCFL5,0.14,0.61043
PLEKHJ1,0.48,0.39235
LRRC41,-0.46,0.46337
NET1,0.21,0.18948
HLA-DMA,-0.15,0.84352
BACE2,0.27,0.28456
RAI14,0.41,0.541
KLHDC2,0.13,0.8604
SH3BP5,-0.13,0.62884
LRP10,0.37,0.30974
TM9SF2,0.78,0.306
ENOSF1,-0.33,0.57343
ALAS1,0.24,0.74795
ATP6V0B,0.45,0.50105
ST6GALNAC2,0.79,0.23881
FZD7,0.41,0.45011
BAG3,0.94,0.16661
NFKBIA,0.6,0.12915
S100A13,-0.34,0.11154
NISCH,1.02,0.15199
DUSP14,-0.14,0.84964
HS2ST1,-0.02,0.50479
MPZL1,-0.26,0.30371
PRKACA,0.09,0.6924
CDK19,-0.1,0.5721
MBOAT7,0.48,0.45823
LGALS8,-0.35,0.53893
RALGDS,-0.45,0.42884
RASA1,-0.97,0.19236
CSNK1A1,-0.25,0.32905
NOLC1,0.24,0.30589
HES1,0.45,0.25293
INTS3,-0.38,0.56703
DHDDS,-0.11,0.84462
UBQLN2,0.07,0.92333
MAPKAPK5,-1.03,0.15933
ASCC3,0.12,0.75599
HMGCS1,-0.44,0.26008
CEBPD,-0.64,0.14852
RTN2,0.34,0.65686
PLEKHM1,0.19,0.76152
B4GAT1,0.61,0.41359
RNPS1,-0.11,0.75852
PRPF4,-0.74,0.28499
LSM6,-0.62,0.35174
RFNG,0.97,0.1755
PYGL,0.01,0.98075
FGFR2,-0.17,0.3844
MMP2,-0.11,0.47414
LRPAP1,0.23,0.58262
WASF3,0.87,0.2467
CRK,-0.82,0.19104
MSH6,-0.8,0.16802
KLHL21,0.18,0.7485
GLRX,-0.04,0.81297
EBP,0.32,0.29977
SYNE2,-0.45,0.48613
SLC35F2,-1.13,0.15785
CDKN1A,0.84,0.17729
EPHA3,-0.4,0.41521
ABL1,0.14,0.79922
TP53BP1,-0.05,0.78113
TCEA2,0.53,0.24177
STX1A,0.13,0.85845
CISD1,0.23,0.76593
COL1A1,-0.31,0.4202
KCTD5,-0.14,0.80031
PTK2,-0.06,0.62953
TERF2IP,0.61,0.39812
DECR1,0.27,0.66674
SNX11,-0.37,0.51687
EBNA1BP2,-0.35,0.68588
BCL7B,0,0.99467
FDFT1,0.02,0.79596
DNAJB1,0.19,0.36393
NPC1,-0.58,0.30776
SNCA,0.36,0.62351
PSME2,-0.22,0.72189
PSIP1,-0.52,0.29197
COG2,0.72,0.26631
RALA,-0.18,0.6437
RPA2,0.37,0.60958
SCP2,-0.53,0.37166
NCK2,0.06,0.93053
CDK6,-0.2,0.7419
CDC42,0.17,0.48389
ADO,0.13,0.41634
JUN,0.06,0.72668
TMCO1,0.04,0.82678
TSPAN4,0.18,0.63549
HSPA1A,0.28,0.65386
RAD51C,-0.75,0.26787
