HGNC_Symbol,LFC,p
CFLAR,0.09,0.13316
CAT,-0.03,0.85997
DCTD,-0.27,0.08296
CYB561,-0.39,0.01967
PRKX,0.13,0.12291
RGS2,-0.05,0.5301
CLTB,-0.08,0.46937
UBE2A,-0.28,0.05583
TMEM97,-0.11,0.40998
DNAJB6,-0.13,0.03744
P4HTM,-0.23,0.047
TSPAN6,0.07,0.70708
NENF,-0.33,0.00395
TLR4,0.1,0.38661
CRELD2,-0.4,0.01229
KIT,-0.08,0.66001
HPRT1,-0.21,0.00174
CTSL,-0.24,3.4e-4
SKP1,-0.17,0.00726
RRAGA,-0.12,0.07564
SMARCC1,0.09,0.62294
UBE2J1,-0.3,0.03794
GNAS,0.04,0.46266
NUDT9,-0.27,0.04434
GSTM2,0.11,0.41506
CTNND1,0.03,0.87854
REEP5,-0.06,0.38937
SLC35A3,0.17,0.27293
RRP8,0.24,0.12604
CTNNAL1,-0.14,0.18525
WDTC1,0.21,0.07728
C2CD2,0.02,0.92243
ABCF3,-0.02,0.83426
ATMIN,0.02,0.79287
KLHL9,-0.13,0.1709
TNFRSF21,-0.02,0.82862
ZDHHC6,0.07,0.67095
METRN,0.09,0.21434
THAP11,-0.09,0.2981
TCFL5,-0.29,0.06989
PLEKHJ1,-0.07,0.40259
LRRC41,-0.22,0.08957
NET1,-0.09,0.46216
HLA-DMA,0.07,0.37095
BACE2,0.11,0.51617
RAI14,-0.01,0.91744
KLHDC2,-0.36,0.00199
SH3BP5,0.01,0.82487
LRP10,0.06,0.51875
TM9SF2,-0.23,0.03705
ENOSF1,0.04,0.63755
ALAS1,-0.29,0.08413
ATP6V0B,-0.32,1.2e-4
ST6GALNAC2,0.07,0.39579
FZD7,-0.01,0.94592
BAG3,0.4,0.0024
NFKBIA,0.26,0.06462
S100A13,-0.16,0.28088
NISCH,-0.13,0.31618
DUSP14,-0.05,0.60308
HS2ST1,0.03,0.84934
MPZL1,-0.3,0.04565
PRKACA,-0.09,0.68141
CDK19,-0.05,0.73177
MBOAT7,-0.02,0.87443
LGALS8,-0.1,0.3553
RALGDS,0.18,0.51191
