HGNC_Symbol,LFC,p
CFLAR,0.05,0.4889
CAT,0.29,0.49208
DCTD,0,0.64901
CYB561,-0.03,0.83178
PRKX,0.21,0.36929
RGS2,0.26,0.16929
CLTB,-0.22,0.33993
UBE2A,-0.04,0.55313
TMEM97,-0.11,0.29425
DNAJB6,0.07,0.53417
P4HTM,-0.11,0.2111
TSPAN6,0.15,0.34343
NENF,0.49,0.20127
TLR4,0.18,0.52768
CRELD2,0.05,0.51293
KIT,0.03,0.90313
HPRT1,0.11,0.65681
CTSL,-0.11,0.21055
SKP1,-0.05,0.60607
RRAGA,-0.1,0.42331
SMARCC1,0.07,0.54408
UBE2J1,0.04,0.38943
GNAS,-0.05,0.56166
NUDT9,-0.08,0.39522
GSTM2,0.08,0.63029
CTNND1,0.06,0.15305
REEP5,-0.1,0.51945
SLC35A3,-0.02,0.26451
RRP8,0.01,0.4151
CTNNAL1,0.1,0.22957
WDTC1,0.22,0.62494
C2CD2,0.12,0.19239
ABCF3,-0.22,0.07841
ATMIN,0.05,0.37896
KLHL9,0.09,0.68533
TNFRSF21,-0.17,0.31889
ZDHHC6,-0.03,0.61092
METRN,-0.06,0.59676
THAP11,-0.09,0.30574
TCFL5,-0.07,0.45012
PLEKHJ1,0.01,0.89896
LRRC41,0.12,0.35078
NET1,-0.3,0.02543
HLA-DMA,0.46,0.06648
BACE2,0.11,0.50781
RAI14,-0.09,0.90243
KLHDC2,-0.11,0.32447
SH3BP5,0.02,0.87335
LRP10,0.14,0.40473
TM9SF2,-0.05,0.61035
ENOSF1,0.32,0.44886
ALAS1,-0.09,0.54461
ATP6V0B,-0.11,0.56617
ST6GALNAC2,0.15,0.86919
FZD7,0.24,0.20798
BAG3,0.62,0.02305
NFKBIA,0.27,0.41222
S100A13,0.03,0.49397
NISCH,0.14,0.15989
DUSP14,0.06,0.62544
HS2ST1,0.05,0.30026
MPZL1,0.15,0.34878
PRKACA,-0.09,0.60889
CDK19,0.03,0.74982
MBOAT7,0.07,0.66726
LGALS8,0.08,0.40092
RALGDS,0.1,0.5098
RASA1,0,0.85935
CSNK1A1,0.1,0.38708
NOLC1,-0.04,0.72626
HES1,-0.09,0.65881
INTS3,-0.11,0.42575
DHDDS,0.09,0.70055
UBQLN2,0.06,0.53661
MAPKAPK5,0.45,0.45137
ASCC3,0.43,0.22127
HMGCS1,-0.08,0.60765
CEBPD,0.36,0.17627
RTN2,-0.01,0.83149
PLEKHM1,-0.26,0.13088
B4GAT1,-0.01,0.82038
RNPS1,0.04,0.57329
PRPF4,-0.14,0.33939
LSM6,0.07,0.27554
RFNG,-0.02,0.81556
PYGL,0.53,0.00176
FGFR2,-0.04,0.36573
MMP2,-1.45,0.31778
LRPAP1,0,0.74157
WASF3,0.06,0.43241
CRK,0.1,0.29127
MSH6,-0.03,0.40185
KLHL21,0.05,0.7503
GLRX,0.19,0.33435
EBP,-0.53,0.09999
SYNE2,0.06,0.52259
SLC35F2,0.08,0.43731
CDKN1A,0.26,0.44635
EPHA3,0.08,0.65159
ABL1,-0.06,0.57978
TP53BP1,-0.01,0.88033
TCEA2,-0.02,0.52592
STX1A,-0.03,0.86017
CISD1,-0.08,0.60039
COL1A1,-0.11,0.40257
KCTD5,-0.13,0.33744
PTK2,-0.1,0.26211
